Plot_ID,AOS_year,AOS_pest,AOS_severity,Burn_status,dNBR_count,dNBR_mean,dNBR_median,dNBR_min,dNBR_max,dNBR_range,Fire_ID,Fire_Name,CBI_A,CBI_B,CBI_C,CBC_D,CBI_US,CBI_OS,CBI_TOT,Elevation,Aspect,Slope_%,UTM_E,UTM_N,UTM_Zone,Sam_SPEC_CD_1,Sam_SPEC_PCT_1,Sam_SPEC_CD_2,Sam_SPEC_PCT_2,Sam_SPEC_CD_3,Sam_SPEC_PCT_3,satellite,PLI_PC,SX_PC,BL_PC,FDI_PC,SB_PC,SE_PC,AT_PC,ACT_PC,conifer_PC,broadleaf_PC,CBI_dNBR_VRI_March2021_csv_new_test,CBI_dNBR_VRI_March2021_csv_AOS_YEAR,CBI_dNBR_VRI_March2021_csv_AOS_FHF,CBI_dNBR_VRI_March2021_csv_AOS_SEV,BUFF_DIST,FEATURE_ID,MAP_ID,POLYGON_ID,OPENING_IND,POLYGON_AREA,SURFACE_EXPRESSION,MODIFYING_PROCESS,SITE_POSITION_MESO,SOIL_NUTRIENT_REGIME,BCLCS_LEVEL_2,BCLCS_LEVEL_3,BCLCS_LEVEL_4,BCLCS_LEVEL_5,REFERENCE_YEAR,ATTRIBUTION_BASE_DATE,PROJECTED_DATE,SHRUB_HEIGHT,SHRUB_CROWN_CLOSURE,SHRUB_COVER_PATTERN,HERB_COVER_TYPE,HERB_COVER_PATTERN,HERB_COVER_PCT,BRYOID_COVER_PCT,NON_VEG_COVER_PATTERN_1,NON_VEG_COVER_PCT_1,NON_VEG_COVER_TYPE_1,NON_VEG_COVER_PATTERN_2,NON_VEG_COVER_PCT_2,NON_VEG_COVER_TYPE_2,NON_VEG_COVER_PATTERN_3,NON_VEG_COVER_PCT_3,NON_VEG_COVER_TYPE_3,NON_VEG_COVER_SUM,LAND_COVER_CLASS_CD_1,EST_COVERAGE_PCT_1,SOIL_MOISTURE_REGIME_1,LAND_COVER_CLASS_CD_2,EST_COVERAGE_PCT_2,SOIL_MOISTURE_REGIME_2,LAND_COVER_CLASS_CD_3,EST_COVERAGE_PCT_3,SOIL_MOISTURE_REGIME_3,ORG_UNIT_CODE,BEC_ZONE_CODE,BEC_SUBZONE,BEC_VARIANT,BEC_PHASE,EARLIEST_NONLOGGING_DIST_TYPE,EARLIEST_NONLOGGING_DIST_DATE,STAND_PERCENTAGE_DEAD,FREE_TO_GROW_IND,HARVEST_DATE,QUAD_DIAM_125,EST_SITE_INDEX_SPECIES_CD,EST_SITE_INDEX,CROWN_CLOSURE,CROWN_CLOSURE_CLASS_CD,SITE_INDEX,BASAL_AREA,VRI_LIVE_STEMS_PER_HA,VRI_DEAD_STEMS_PER_HA,TREE_COVER_PATTERN,VERTICAL_COMPLEXITY,SPECIES_CD_1,SPECIES_PCT_1,SPECIES_CD_2,SPECIES_PCT_2,SPECIES_CD_3,SPECIES_PCT_3,SPECIES_CD_4,SPECIES_PCT_4,SPECIES_CD_5,SPECIES_PCT_5,SPECIES_CD_6,SPECIES_PCT_6,PROJ_AGE_1,PROJ_AGE_CLASS_CD_1,PROJ_AGE_2,PROJ_AGE_CLASS_CD_2,PROJ_HEIGHT_1,PROJ_HEIGHT_CLASS_CD_1,PROJ_HEIGHT_2,PROJ_HEIGHT_CLASS_CD_2,LIVE_VOL_PER_HA_SPP1_125,LIVE_VOL_PER_HA_SPP2_125,LIVE_VOL_PER_HA_SPP3_125,LIVE_VOL_PER_HA_SPP4_125,LIVE_STAND_VOLUME_125,DEAD_STAND_VOLUME_125,WHOLE_STEM_BIOMASS_PER_HA,BRANCH_BIOMASS_PER_HA,FOLIAGE_BIOMASS_PER_HA,BARK_BIOMASS_PER_HA
BS044A,2006,IBM,M,High,7,0.7758126,0.771481395,0.63612926,0.86840421,0.23227495,R11796,Verdun,2.9,2.75,2.88,2.2,2.85,2.2,2.67,949.024658,340,3,307543,5972834,10,SX,100, ,0, ,0,Sentinel 2,0,100,0,0,0,0,0,0,100,0,100,2006,IBM,M,30,13390125,093F081,12469282,N,4.8,N,N,T,C,N,U,ST,OP,2012,2016-01-26,2016-01-01,2,60,3,HG,3,20,,,,,,,,,,,0,TC,50,6,SL,50,7,,,,DND,SBS,dk,,,IBM,2012-01-01,92,N,,19.561,,,5,0,23.8,2.23137,100,500,3,3,SX,100,,,,,,,,,,,44,3,,,16.5,2,,,7.961,,,,7.961,206.11,4.152,0.823,0.435,0.459
BS044A,2006,IBM,M,High,7,0.7758126,0.771481395,0.63612926,0.86840421,0.23227495,R11796,Verdun,2.9,2.75,2.88,2.2,2.85,2.2,2.67,949.024658,340,3,307543,5972834,10,SX,100, ,0, ,0,Sentinel 2,0,100,0,0,0,0,0,0,100,0,100,2006,IBM,M,30,13390171,093F081,14989372,Y,206.7,N,N,M,C,T,U,TC,SP,2013,2016-01-07,2016-01-01,0.5,30,3,HF,3,50,,,,,,,,,,,0,TC,100,4,,,,,,,DND,SBS,dk,,,,,,N,2006-12-06,,PLI,20,10,1,20,0,6404,0,9,1,PLI,80,SX,20,,,,,,,,,6,1,6,1,1.1,1,0.3,1,,,,,,,,,,
BS045,2006,IBM,M,Medium,7,0.556985808,0.560766816,0.484896094,0.614075243,0.12917915,R11796,Verdun,1.3,1.5,3,1.6,1.88,1.6,1.81,952.253052,200,8,309214,5969089,10,AT,95,SX,5, ,0,Sentinel 2,0,5,0,0,0,0,95,0,5,95,100,2006,IBM,M,30,13390885,093F081,22257172,N,14.3,N,N,U,C,T,U,TB,OP,2014,2016-01-26,2016-01-01,1.1,15,3,HE,3,55,,,,,,,,,,,0,TB,90,4,HE,10,3,,,,DND,SBS,dk,,,,,,N,,19.942,,,30,3,10.9,18.168381,630,50,8,3,AT,95,SX,5,,,,,,,,,136,7,136,7,19.1,2,20.2,3,42.458,5.942,,,48.4,,54.501,9.411,2.093,11.664
BS046,2006,IBM,M,High,7,0.676221124,0.686546028,0.631155133,0.727553844,0.096398711,R11796,Verdun,2.38,1.75,3,1.9,2.38,1.9,2.24,953.941956,229,12,309200,5967914,10,AT,98,SX,2, ,0,Sentinel 2,0,2,0,0,0,0,98,0,2,98,100,2006,IBM,M,30,13391147,093F081,22236445,N,2.1,N,N,M,C,T,U,TB,OP,2012,2016-01-26,2016-01-01,0.4,30,3,HE,3,30,,,,,,,,,,,0,TB,90,4,SL,10,3,,,,DND,SBS,dk,,,,,,N,,21.59,,,35,3,16.2,25.303181,729,0,7,2,AT,98,SX,2,,,,,,,,,79,4,104,6,20.5,3,22.7,3,102.619,3.79,,,106.409,,82.299,14.146,2.995,17.874
BS047,2006,IBM,M,Medium,6,0.751781166,0.776688844,0.598805904,0.851940632,0.253134727,R11796,Verdun,1.2,1.38,0,1.8,0.88,1.8,1.14,953.615356,268,21,309121,5968037,10,AT,100, ,0, ,0,Sentinel 2,0,0,0,0,0,0,100,0,0,100,100,2006,IBM,M,30,13390172,093F081,21566603,N,4.6,N,N,M,C,T,U,TB,OP,2012,2016-01-07,2016-01-01,0.7,30,3,HF,3,20,,,,,,,,,,,0,TB,100,4,,,,,,,DND,SBS,dk,,,,,,N,,22.326,,,40,4,14.6,31.912169,859,0,8,2,AT,100,,,,,,,,,,,104,6,,,21.4,3,,,120.356,,,,120.356,,106.477,18.245,3.726,23.357
BS048,2006,IBM,M,Medium,7,0.610732121,0.601998448,0.560442269,0.711944044,0.151501775,R11796,Verdun,1.8,2.63,3,1.75,2.42,1.75,2.26,953.456726,260,2,308682,5968029,10,AT,90,SX,5,PLI,5,Sentinel 2,5,5,0,0,0,0,90,0,10,90,100,2006,IBM,M,30,13389496,093F081,18836564,N,6.2,N,N,M,C,T,U,TB,OP,2012,2016-01-26,2016-01-01,0.5,30,3,HF,3,20,,,,,,,,,,,0,TB,100,4,,,,,,,DND,SBS,dk,,,,,,N,,19.889,,,40,4,14.9,28.32468,963,0,9,2,AT,90,SX,5,PLI,5,,,,,,,79,4,104,6,19,2,22.2,3,90.387,10.249,10.255,,110.891,,85.901,14.523,3.646,17.732
BS049,2014,ID6,L,Medium,7,0.264935545,0.231616944,0.100254953,0.437157005,0.336902052,R11796,Verdun,0,0,0,0,0,0,0,883.215271,flat,0,309544,5969549,10,PLI,90,SX,10, ,0,Sentinel 2,90,10,0,0,0,0,0,0,100,0,100,2014,ID6,L,30,13389845,093F081,23257410,Y,37.1,N,N,M,C,T,U,TC,OP,2014,2016-01-26,2016-01-01,0.5,10,3,HF,3,10,,2,2,RZ,,,,,,,2,TC,100,4,,,,,,,DND,SBS,dk,,,,,,Y,1984-03-01,13.912,PLI,20,50,5,20,16.58786,2196,0,9,1,PLI,90,SX,10,,,,,,,,,30,2,20,1,12,2,2.8,1,13.458,0,,,13.458,,31.077,3.483,3.054,3.094
BS050,2014,ID6,L,Medium,7,0.412290688,0.386989385,0.293530285,0.566085219,0.272554934,R11796,Verdun,2.7,2.5,2.13,2,2.46,2,2.33,891.221008,78,7,331487,5974230,10,SX,70,AT,20,PLI,10,Sentinel 2,10,70,0,0,0,0,20,0,80,20,100,2014,ID6,L,30,13108894,093F083,50780684,Y,25.3,N,N,M,C,T,U,TC,OP,2009,2015-07-13,2016-01-01,0.4,12,6,HE,8,50,,,,,,,,,,,0,TC,100,4,,,,,,,DND,SBS,dk,,,,,,Y,1967-12-01,0,,,30,3,21.3,19.699791,3082,0,8,1,SX,70,AT,20,PLI,10,,,,,,,38,2,29,2,11.3,2,14.4,2,0,4.469,1.595,,6.064,,36.142,6.424,2.99,5.125
BS051,2014,ID6,L,Unburned,7,0.037209958,-0.027088046,-0.048634768,0.319351226,0.367985994,R11796,Verdun,0,0,0,0,0,0,0,1010.150024,30,6,331648,5973857,10,SX,80,PLI,20, ,0,Sentinel 2,20,80,0,0,0,0,0,0,100,0,100,2014,ID6,L,30,13108313,093F083,53030496,Y,7.8,N,N,M,C,T,U,TC,OP,2012,2015-10-22,2016-01-01,0.3,2,3,HE,6,5,,2,4,RZ,,,,,,,4,TC,100,4,,,,,,,DND,SBS,dk,,,,,,Y,1964-12-01,0,SX,20,50,5,10.6,22.705151,3461,350,8,1,SX,80,PLI,20,,,,,,,,,60,3,30,2,8.9,1,14,2,0,8.627,,,8.627,,29.7,5.014,3.045,3.17
BS052,2006,IBM,L,Medium,7,0.522436913,0.524060369,0.430718392,0.612972915,0.182254523,R11796,Verdun,3,2.13,0,0,1.81,0,1.31,990.266296,198,17,325787,5970065,10,SX,100, ,0, ,0,Sentinel 2,0,100,0,0,0,0,0,0,100,0,100,2006,IBM,L,30,13504096,093F082,17218176,N,28.2,N,N,M,C,N,U,SL,OP,2015,2015-12-14,2016-01-01,0.5,60,8,HE,3,20,,,,,,,,,,,0,SL,100,4,,,,,,,DND,SBS,dk,,,IBM,2015-01-01,92,N,,23.017,PLI,20,3,0,16.3,2.99561,74,875,3,3,PLI,100,,,,,,,,,,,131,7,,,24.1,3,,,22.151,,,,22.151,290.599,11.61,1.282,1.139,1.154
BS052,2006,IBM,L,Medium,7,0.522436913,0.524060369,0.430718392,0.612972915,0.182254523,R11796,Verdun,3,2.13,0,0,1.81,0,1.31,990.266296,198,17,325787,5970065,10,SX,100, ,0, ,0,Sentinel 2,0,100,0,0,0,0,0,0,100,0,100,2006,IBM,L,30,13292389,093F082,20308321,N,14.9,N,N,M,D,N,U,SL,OP,2012,2016-01-26,2016-01-01,1,60,7,HE,3,20,,,,,,,,,,,0,SL,100,5,,,,,,,DND,SBS,dk,,,IBM,2012-01-01,79,N,,26.616,,,7,1,12.2,9.87344,192,800,3,3,SX,100,,,,,,,,,,,154,8,,,26.4,3,,,62.541,,,,62.541,292.708,28.05,5.563,2.938,3.099
BS053,2006,IBM,L,High,7,0.729077211,0.739864111,0.624533117,0.807693422,0.183160305,R11796,Verdun,2.1,2.5,2.88,0,2.46,0,1.78,866.207031,flat,0,326091,5969656,10,PLI,70,SX,30, ,0,Sentinel 2,70,30,0,0,0,0,0,0,100,0,100,2006,IBM,L,30,13292886,093F082,21318022,Y,52.8,N,N,M,C,T,U,TC,SP,2008,2015-12-26,2016-01-01,0.5,30,3,HF,3,50,,,,,,,,,,,0,TC,100,4,,,,,,,DND,SBS,dk,,,,,,N,2007-07-01,,PLI,19,10,1,19,0,1516,0,9,1,PLI,70,SX,30,,,,,,,,,9,1,9,1,2,1,0.5,1,,,,,,,,,,
BS054,2014,ID6,L, ,7,-0.103282222,-0.103781462,-0.116238654,-0.089519203,0.026719451,R11796,Verdun,0,0,0,0,0,0,0,946.514709,flat,0,322714,5974829,10,PLI,93,SX,5,AT,2,Sentinel 2,93,5,0,0,0,0,2,0,98,2,100,2014,ID6,L,30,13504054,093F082,98780745,Y,25,M,N,M,C,T,U,TC,OP,2012,2015-12-01,2016-01-01,0.5,5,3,HF,3,5,,,,,,,,,,,0,TC,100,4,,,,,,,DND,SBS,dk,,,,,,Y,1986-03-01,16.773,PLI,19,50,5,19,30.825062,1979,0,9,1,PLI,93,SX,5,AT,2,,,,,,,27,2,23,2,10.1,1,3.8,1,64.976,0,0.935,,65.911,,45.643,5.146,4.428,4.647
BS055,2003,IBM,S,High,7,1.029895016,1.040874481,0.866428375,1.121468306,0.25503993,R11796,Verdun,2.38,2.63,2.63,2.2,2.54,2.2,2.44,1055.954346,278,8,321706,5971261,10,PLI,80,SX,17,AT,3,Sentinel 2,80,17,0,0,0,0,3,0,97,3,100,2003,IBM,S,30,13998150,093F082,96008744,Y,19.2,N,N,C,C,T,U,TC,OP,2014,2015-11-25,2016-01-01,0.5,20,6,HF,6,10,,2,2,ES,,,,,,,2,TC,100,4,,,,,,,DND,SBS,dk,,,,,,Y,1986-03-01,0,PLI,19,40,4,19,15.714291,2687,0,9,1,PLI,80,SX,17,AT,3,,,,,,,28,2,16,1,10.5,2,3,1,0,0,0,,0,,27.139,3.382,2.638,2.835
BS055,2003,IBM,S,High,7,1.029895016,1.040874481,0.866428375,1.121468306,0.25503993,R11796,Verdun,2.38,2.63,2.63,2.2,2.54,2.2,2.44,1055.954346,278,8,321706,5971261,10,PLI,80,SX,17,AT,3,Sentinel 2,80,17,0,0,0,0,3,0,97,3,100,2003,IBM,S,30,13291766,093F082,95678778,Y,1.8,N,N,U,C,T,U,TC,OP,2008,2015-12-29,2016-01-01,0.5,20,3,HF,3,20,,,,,,,,,,,0,TC,100,3,,,,,,,DND,SBS,dk,,,,,,Y,1993-11-05,14.004,PLI,22,50,5,22,5.15887,656,0,9,1,PLI,80,SX,20,,,,,,,,,21,2,18,1,9.4,1,2.4,1,3.23,0.073,,,3.303,,8.211,1.018,0.814,0.83
BS056,2006,IBM,M,High,7,0.708005173,0.717691243,0.62005651,0.766863704,0.146807194,R11796,Verdun,1.6,2.38,2.88,0.8,2.23,0.8,1.83,971.039062,210,15,322506,5963628,10,AT,80,SX,20, ,0,Sentinel 2,0,20,0,0,0,0,80,0,20,80,100,2006,IBM,M,30,13196977,093F072,904294,N,3.2,N,N,L,D,T,U,TB,SP,2012,2015-10-01,2016-01-01,1.2,30,3,HG,3,20,,,,,,,,,,,0,TB,100,5,,,,,,,DND,SBS,dk,,,,,,N,,26.355,,,10,1,14.7,13.999479,242,10,8,3,AT,80,SX,20,,,,,,,,,154,8,164,8,25.2,3,27.4,3,44.149,23.417,,,67.566,,55.825,9.843,2.669,11.128
BS057,2006,IBM,M,Medium,7,0.694632113,0.700054884,0.630119503,0.765159488,0.135039985,R11796,Verdun,2.6,2.38,2.13,0,2.38,0,1.72,852.013428,not recorded,not recorded,322150,5961424,10,SX,50.09999847,AT,49.90000153, ,0,Sentinel 2,0,50,0,0,0,0,50,0,50,50,100,2006,IBM,M,30,13514883,093F072,572955,Y,10.7,,,,,N,U,SL,SP,2014,2014-11-17,2016-01-01,,,,,,,,,,,,,,,,,0,,,,,,,,,,DND,SBS,dk,,,,,,N,2014-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS057,2006,IBM,M,Medium,7,0.694632113,0.700054884,0.630119503,0.765159488,0.135039985,R11796,Verdun,2.6,2.38,2.13,0,2.38,0,1.72,852.013428,not recorded,not recorded,322150,5961424,10,SX,50.09999847,AT,49.90000153, ,0,Sentinel 2,0,50,0,0,0,0,50,0,50,50,100,2006,IBM,M,30,13514871,093F072,1253063,Y,8.4,,,,,T,U,TC,SP,2014,2015-02-18,2016-01-01,,,,,,,,,,,,,,,,,0,,,,,,,,,,DND,SBS,dk,,,,,,N,2005-09-07,,PLI,18,16,2,18,,9150,,,,PLI,70,SX,30,,,,,,,,,11,1,11,1,2.7,1,1.1,1,,,,,,,,,,
BS057,2006,IBM,M,Medium,7,0.694632113,0.700054884,0.630119503,0.765159488,0.135039985,R11796,Verdun,2.6,2.38,2.13,0,2.38,0,1.72,852.013428,not recorded,not recorded,322150,5961424,10,SX,50.09999847,AT,49.90000153, ,0,Sentinel 2,0,50,0,0,0,0,50,0,50,50,100,2006,IBM,M,30,13514887,093F072,2092827,N,8,N,N,L,D,T,U,TM,SP,2012,2015-11-18,2016-01-01,0.9,30,3,HE,3,20,,,,,,,,,,,0,TM,90,6,SL,10,4,,,,DND,SBS,dk,,,IBM,2012-01-01,30,N,,26.92,,,15,1,12.2,18.838501,333,200,7,3,SX,50.0999985,AT,49.9000015,,,,,,,,,154,8,154,8,26.4,3,25.7,3,64.873,40.361,,,105.234,60.649,66.722,12.214,4.354,11.484
BS058,2006,IBM,L,High,7,0.653704831,0.669332445,0.533484101,0.71530515,0.181821048,R11796,Verdun,0,0,0,0,0,0,0,869.004639,240,11,318874,5961463,10,AT,100, ,0, ,0,Sentinel 2,0,0,0,0,0,0,100,0,0,100,100,2006,IBM,L,30,13196722,093F072,80802933,N,44.8,F,B,M,C,N,U,HG,DE,2012,2015-11-03,2016-01-01,0.5,5,3,HG,9,90,,2,2,RZ,,,,,,,2,HG,100,4,,,,,,,DND,SBS,dk,,,,,,N,,18.054,,,3,0,11.8,2.5202,118,0,3,3,AT,100,,,,,,,,,,,94,5,,,16.9,2,,,6.932,,,,6.932,,7.361,1.261,0.258,1.615
BS059,2006,IBM,L,Medium,7,0.583496443,0.601997495,0.454746842,0.660375178,0.205628335,R11796,Verdun,0.7,0.63,0.38,0.6,0.58,0.6,0.58,951.273376,178,6,311034,5974543,10,AT,85,SX,10,PLI,5,Sentinel 2,5,10,0,0,0,0,85,0,15,85,100,2006,IBM,L,30,13390161,093F081,29080424,N,23.6,N,N,M,C,T,U,TC,OP,2012,2016-01-08,2016-01-01,0.7,30,3,HE,3,20,,2,3,RZ,,,,,,,3,TC,100,4,,,,,,,DND,SBS,dk,,,,,,N,,19.671,,,30,3,12.5,15.224,677,200,8,3,SX,75,AT,20,PLI,5,,,,,,,154,8,134,7,26.9,3,22.8,3,78.954,8.473,7.419,,94.846,,57.282,10.661,5.071,7.692
BS059,2006,IBM,L,Medium,7,0.583496443,0.601997495,0.454746842,0.660375178,0.205628335,R11796,Verdun,0.7,0.63,0.38,0.6,0.58,0.6,0.58,951.273376,178,6,311034,5974543,10,AT,85,SX,10,PLI,5,Sentinel 2,5,10,0,0,0,0,85,0,15,85,100,2006,IBM,L,30,13390868,093F081,33880477,N,6.5,N,N,U,C,T,U,TB,OP,2012,2016-01-26,2016-01-01,0.7,30,3,HE,3,20,,2,3,RZ,,,,,,,3,TB,100,3,,,,,,,DND,SBS,dk,,,,,,N,,18.158,,,35,3,13.8,15.49711,675,10,9,3,AT,85,SX,10,PLI,5,,,,,,,134,7,154,8,22.8,3,25.4,3,37.412,13.236,6.701,,57.349,,61.015,10.398,2.783,12.296
BS060,2014,ID6,M,Medium,7,0.579165203,0.579628289,0.44400543,0.710235357,0.266229928,R11796,Verdun,2.3,2.75,2.88,2.3,2.62,2.3,2.53,884.857483,68,20,317335,5969174,10,SX,90,PLI,10, ,0,Sentinel 2,10,90,0,0,0,0,0,0,100,0,100,2014,ID6,M,30,13510343,093F082,70487246,N,6.7,P,N,F,B,N,W,ST,DE,2012,2016-01-26,2016-01-01,2.5,65,8,HF,3,30,,,,,,,,,,,0,ST,100,7,,,,,,,DND,SBS,mc,2,,,,,N,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS060,2014,ID6,M,Medium,7,0.579165203,0.579628289,0.44400543,0.710235357,0.266229928,R11796,Verdun,2.3,2.75,2.88,2.3,2.62,2.3,2.53,884.857483,68,20,317335,5969174,10,SX,90,PLI,10, ,0,Sentinel 2,10,90,0,0,0,0,0,0,100,0,100,2014,ID6,M,30,13510332,093F082,69667414,N,5.2,N,N,L,C,T,U,TC,SP,2012,2016-01-04,2016-01-01,1,20,3,HG,3,10,,,,,,,,,,,0,TC,100,5,,,,,,,DND,SBS,mc,2,,,,,N,,21.892,,,15,1,14.2,9.38927,301,20,8,3,SX,90,PLI,10,,,,,,,,,94,5,44,3,20.8,3,16.8,2,49.275,5.33,,,54.605,,25.987,4.899,2.703,2.839
BS060,2014,ID6,M,Medium,7,0.579165203,0.579628289,0.44400543,0.710235357,0.266229928,R11796,Verdun,2.3,2.75,2.88,2.3,2.62,2.3,2.53,884.857483,68,20,317335,5969174,10,SX,90,PLI,10, ,0,Sentinel 2,10,90,0,0,0,0,0,0,100,0,100,2014,ID6,M,30,13510326,093F082,73617477,Y,16.9,U,N,M,C,T,U,TC,SP,2008,2015-12-29,2016-01-01,0.5,30,3,HF,3,50,,,,,,,,,,,0,TC,100,4,,,,,,,DND,SBS,mc,2,,,,,N,2006-02-01,,PLI,21,10,1,21,0,1333,0,9,1,PLI,60,SX,40,,,,,,,,,9,1,9,1,2.5,1,0.5,1,,,,,,,,,,
BS061,2006,IBM,L,Medium,7,0.444080864,0.452978939,0.240279138,0.658443749,0.418164611,R11796,Verdun,1.1,1.63,1.5,0.9,1.38,0.9,1.25,884.577576,156,2,318779,5962666,10,AT,90,SX,10, ,0,Sentinel 2,0,10,0,0,0,0,90,0,10,90,100,2006,IBM,L,30,13196979,093F072,80913745,Y,8.9,T,N,M,B,T,U,TC,OP,2012,2015-10-19,2016-01-01,0.7,20,3,HE,3,20,,,,,,,,,,,0,TC,100,3,,,,,,,DND,SBS,dk,,,,,,N,1994-08-01,,PLI,18,45,4,18,5,2400,0,9,1,PLI,100,,,,,,,,,,,16,1,,,7.5,1,,,,,,,,,,,,
BS061,2006,IBM,L,Medium,7,0.444080864,0.452978939,0.240279138,0.658443749,0.418164611,R11796,Verdun,1.1,1.63,1.5,0.9,1.38,0.9,1.25,884.577576,156,2,318779,5962666,10,AT,90,SX,10, ,0,Sentinel 2,0,10,0,0,0,0,90,0,10,90,100,2006,IBM,L,30,13196068,093F072,79533581,N,2.7,M,N,M,C,T,U,TB,SP,2012,2015-11-18,2016-01-01,0.5,30,3,HF,3,20,,,,,,,,,,,0,TB,90,4,SL,10,3,,,,DND,SBS,dk,,,,,,N,,22.623,,,25,2,16.4,26.33227,665,0,8,3,AT,90,SX,10,,,,,,,,,124,7,124,7,25.3,3,26,3,100.715,22.262,,,122.977,,107.266,18.644,4.435,22.466
BS062,2006,IBM,L,Medium,7,0.625329954,0.651446164,0.369740427,0.812498689,0.442758262,R11796,Verdun,1.3,1.63,0,1.5,1,1.5,1.14,881.526428,not recorded,not recorded,318663,5962605,10,AT,90,SX,10, ,0,Sentinel 2,0,10,0,0,0,0,90,0,10,90,100,2006,IBM,L,30,13196441,093F072,78593458,N,21.9,T,N,L,D,T,U,TC,OP,2015,2015-11-27,2016-01-01,0.5,15,3,HE,3,25,,,,,,,,,,,0,TC,100,4,,,,,,,DND,SBS,dk,,,,,,N,,30.178,,,30,3,17.3,35.215431,473,100,8,3,SX,85,AT,15,,,,,,,,,75,4,111,6,20.3,3,27.9,3,162.514,41.061,,,203.575,,96.444,18.445,8.336,13.412
BS062,2006,IBM,L,Medium,7,0.625329954,0.651446164,0.369740427,0.812498689,0.442758262,R11796,Verdun,1.3,1.63,0,1.5,1,1.5,1.14,881.526428,not recorded,not recorded,318663,5962605,10,AT,90,SX,10, ,0,Sentinel 2,0,10,0,0,0,0,90,0,10,90,100,2006,IBM,L,30,13196068,093F072,79533581,N,2.7,M,N,M,C,T,U,TB,SP,2012,2015-11-18,2016-01-01,0.5,30,3,HF,3,20,,,,,,,,,,,0,TB,90,4,SL,10,3,,,,DND,SBS,dk,,,,,,N,,22.623,,,25,2,16.4,26.33227,665,0,8,3,AT,90,SX,10,,,,,,,,,124,7,124,7,25.3,3,26,3,100.715,22.262,,,122.977,,107.266,18.644,4.435,22.466
BS063,2006,IBM,M,Medium,8,0.410502665,0.413705081,0.255224317,0.557121515,0.301897198,R11796,Verdun,0.7,0.63,0,0.3,0.46,0.3,0.42,921.5271,180,7,318392,5962587,10,SX,95,AT,5, ,0,Sentinel 2,0,95,0,0,0,0,5,0,95,5,100,2006,IBM,M,30,13195596,093F072,77273545,N,13.1,M,N,M,C,T,U,TB,OP,2012,2015-11-30,2016-01-01,0.5,30,3,HF,3,20,,2,7,RZ,,,,,,,7,TB,90,4,SL,10,3,,,,DND,SBS,dk,,,,,,N,,24.46,,,35,3,17.2,35.35141,758,10,8,3,AT,90,SX,10,,,,,,,,,124,7,124,7,26.3,3,25.6,3,148.015,29.117,,,177.132,,148.501,25.79,6.087,31.184
BS063,2006,IBM,M,Medium,8,0.410502665,0.413705081,0.255224317,0.557121515,0.301897198,R11796,Verdun,0.7,0.63,0,0.3,0.46,0.3,0.42,921.5271,180,7,318392,5962587,10,SX,95,AT,5, ,0,Sentinel 2,0,95,0,0,0,0,5,0,95,5,100,2006,IBM,M,30,13195744,093F072,77673628,N,2,M,N,M,C,T,U,TC,OP,2012,2015-10-01,2016-01-01,0.7,20,3,HF,3,10,,,,,,,,,,,0,TC,100,4,,,,,,,DND,SBS,dk,,,,,,N,,24.417,,,40,4,15,35.225151,824,10,8,3,SX,95,AT,5,,,,,,,,,124,7,124,7,26.5,3,25.3,3,235.176,10.017,,,245.193,,113.921,22.378,11.374,13.459
BS064,2006,IBM,M,Unburned,4,0.04732655,0.048636615,0.021082103,0.070950866,0.049868762,R21721,Nadina,1.7,2.13,2,1.5,1.92,1.5,1.81,923.626526,355,2,683359,5981520,9,BL,50,SX,20,PLI,20,Sentinel 2,20,20,50,0,0,0,10,0,90,10,100,2006,IBM,M,30,13378078,9.30E+101,3104710,Y,11.2,N,N,M,C,T,U,TC,SP,2007,2016-02-01,2016-01-01,0.3,15,3,HF,3,15,,2,2,RZ,,,,,,,2,TC,100,4,,,,,,,DND,SBS,dk,,,,,,Y,1970-12-01,17.927,,,10,1,18.1,28.999241,2408,0,9,1,PLI,70,SX,20,BL,10,,,,,,,40,2,28,2,14,2,4.9,1,77.249,0,7.667,,84.916,,54.702,7.138,6.166,5.7
BS064,2006,IBM,M,Unburned,4,0.04732655,0.048636615,0.021082103,0.070950866,0.049868762,R21721,Nadina,1.7,2.13,2,1.5,1.92,1.5,1.81,923.626526,355,2,683359,5981520,9,BL,50,SX,20,PLI,20,Sentinel 2,20,20,50,0,0,0,10,0,90,10,100,2006,IBM,M,30,13378902,9.30E+101,684577,Y,45.2,N,N,M,C,T,U,TC,OP,2007,2016-03-22,2016-01-01,0.3,15,3,HF,3,15,,,,,,,,,,,0,TC,100,4,,,,,,,DND,SBS,mc,2,,,,,Y,1970-12-01,14.53,BL,18,45,4,18,5.8993,664,0,9,1,BL,50,SX,20,PLI,20,AT,10,,,,,35,2,33,2,9,1,7.8,1,3.039,1.813,2.569,0.102,7.523,,9.027,1.797,1.425,1.17
