"OPENING_ID","PlantAge","Reburn","High","Low","Medium","Unburned","DecVRICov","ConVRICov","PineVRICov","FirVRICov","SpruVRICov","DFirVRICov","CanopCloVRI","AgeVRI","HeightVRI","BA_VRI","Mn_dNBR","Spaced","Brushed","SitePrepped","Fertil","Prune","Planted","NumDenuda","HarvType","SurIM-Con","SurM-Con","SurY-Con","SurCrClos","SurBA","SurM-75Pine","SurM-Pine","SurM-PineMix","Sur-Low","Sur-Medium","Sur-Unburned","sur_dNBR","TotArea","Md_DOB","DEM_Slop","DEM_Asp","DEM_tpi","DEM_hli"
1138570,13,0,0,0.371554577754034,0.0762284972426571,0.552216925003309,3.14285714285714,96.8571428571429,57.5714285714286,0,96.8571428571429,0,39.5714285714286,143.142857142857,18.3428571428571,19.8214402857143,0.478541746735573,0,0,0,0,0,1,1,"CC",0.0390392923349034,0.783610204392706,0.17735050327239,38.125,38.125,0.00381145949931347,0.318237064922379,0.461561679971013,0.37285937563429,0.391876777146815,0.235263847218894,0.44669446349144,234270.123538746,234,NA,NA,NA,NA
