"OPENING_ID","PlantAge","Reburn","High","Low","Medium","Unburned","DecVRICov","ConVRICov","PineVRICov","FirVRICov","SpruVRICov","DFirVRICov","CanopCloVRI","AgeVRI","HeightVRI","BA_VRI","Mn_dNBR","Spaced","Brushed","SitePrepped","Fertil","Prune","Planted","NumDenuda","HarvType","SurIM-Con","SurM-Con","SurY-Con","SurCrClos","SurBA","SurM-75Pine","SurM-Pine","SurM-PineMix","Sur-Low","Sur-Medium","Sur-Unburned","sur_dNBR","Sur-AgeCl-1","Sur-AgeCl-4","Sur-High","SurIM-75Con","SurNA-NF","SurY-75Con","Sur-AgeCl-3","Sur-AgeCl-2","SurIM-50_50","SurY-50_50","SurM-75Con","SurM-50_50","SurIM-Dec","SurM-Dec","Sur-AgeCl-5","TotArea","1922","1926","1928","1931","1946","1956","1961","1967","1978","1979","1985","1987","1988","1990","1991","1995","1999","2006","2008","2009","2010","2011","2013","2014","2018","Md_DOB","DEM_Slop","DEM_Asp","DEM_tpi","DEM_hli"
-478670000,23,0,0,0.102582418868792,0.0283096414950234,0.869107939636185,0.25,99.75,60.65,0,99.75,0,31.25,68.25,14.475,14.730533625,0.0190508328378201,0,0,1,0,0,1,1,"CC",0.484034587805857,0.515965412194143,NA,27.5,27.5,NA,NA,0.515965412194143,0.0647309838924174,0.035121011941024,0.900148004166559,0.0611237175762653,0.535615997805795,0.0164728253986624,NA,NA,NA,NA,0.400761647053471,NA,NA,NA,NA,NA,NA,NA,NA,223676.483948037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,0.20230073969127,4.17715193739123,328.781294094786,0.670386070134688
-478650000,20,0,0.0121630869062799,0.150869377625356,0.0697000904410496,0.767267445027315,0.777777777777778,99.2222222222222,80.5555555555556,0,99.2222222222222,0,34.4444444444444,58,10.7111111111111,11.1187733333333,0.0204008789733052,0,0,1,0,0,1,1,"CC",0.772741968603767,0.117868642348017,0.0977894902783964,31.8181818181818,31.8181818181818,0.117868642348017,NA,NA,0.103805807521369,0.130309601498148,0.714723083330951,0.0296576023101807,0.017111080201392,0.551898005797984,0.0511615076495313,NA,0.0115998987698193,NA,0.240861378734326,0.100121416668262,NA,NA,NA,NA,NA,NA,NA,495790.853766491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,0.108167370119529,3.30706739457705,323.229624649103,0.641757117804661
-478640000,20,0,0,0.327898505722202,0.113703348180705,0.558398146097094,0,85.7142857142857,66.4285714285714,0,85.7142857142857,0,32.1428571428571,36.7142857142857,6.74285714285714,5.04046857142857,0.0456774495542049,0,0,1,0,0,1,1,"CC",0.648347714987675,0.0865445955618695,0.122314715071267,32.5,32.5,NA,NA,0.0221341048158763,0.313976886440539,0.112852239673179,0.573170873886282,0.0607693865895271,0.33766769916552,0.352265358187524,NA,NA,0.142792974379188,NA,0.250392678960353,NA,NA,NA,NA,NA,NA,NA,NA,354755.816424112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,0.120127059925728,3.25957663985262,327.034198865629,0.635565854813393
-478630000,23,0,0,0.00173314407984545,0,0.998266855920155,17.25,82.75,42.625,0,50.125,28.25,42.25,95.625,13.1875,14.946018375,0.0430374257266521,0,1,1,0,0,1,1,"CC",0.0715144135934872,0.56469196878795,0.0597053662427319,30.6,30.6,0.207735212369918,0.0827008966017762,0.264407895488178,0.096493553158496,0.0241656328253131,0.879340814016191,0.0411509312689304,NA,NA,NA,0.0189850535391461,NA,0.0524315368621555,0.378127885152915,NA,0.232671660974529,NA,NA,NA,NA,NA,NA,628997.015469505,0.714948123059446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.5,0.146153585445923,1.6662690977654,214.131712293215,0.519242161879567
-478620000,30,0,0.0377262485986976,0.079688838668004,0.635513529442309,0.24707138329099,7.25925925925926,77.9259259259259,63.3333333333333,0,64.4074074074074,2.44444444444444,27.9259259259259,57.5925925925926,10.3,7.30439588888889,0.209009595215321,0,0,1,0,0,0,1,"CC",0.205487255459958,0.427814155456014,0.0758578919613027,26.15,26.15,0.0442177422375825,0.24056866243247,0.143027750785962,0.242166362913697,0.505351265238448,0.239745309896861,0.122188106179237,0.0851488145499907,NA,0.0127370619509944,0.184179246636535,0.10666145048619,NA,0.376447066933223,0.0726751688762046,NA,NA,NA,NA,NA,NA,NA,995219.26769494,0.571063950286448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,0.11779710705936,2.52572040952541,253.1150734541,0.539143757406238
-478610000,32,0,0,0.0261152766390296,0.155343118614809,0.818541604746162,0.625,99.375,71.25,0,99.375,0,46.875,71.25,13.0375,12.600212125,0.0410241708159447,0,0,1,0,0,0,1,"CC",0.415598741190845,0.382795751762064,0.199965384074623,40,40,0.00949871900026828,0.0331152031100323,0.0301632775657344,0.0792272065554531,0.363056060953342,0.547492667058849,0.0513440165668726,0.307274735699825,0.407104689275539,0.0102240654323561,NA,0.00164012297246726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459754.301582385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,0.272784114060317,1.78743245472114,322.842299482056,0.477200201571105
-478600000,32,0,0.0431517770225443,0.365144270243407,0.0894465065673689,0.50225744616668,1.17647058823529,87.0588235294118,81.1764705882353,0,87.0588235294118,0,42.6470588235294,40.2352941176471,7.43529411764706,3.69931529411765,0.0727964788675308,1,0,1,0,0,0,1,"CC",0.649478281929788,0.252536148667245,NA,44.5,44.5,0.00496077195774561,0.244069811929347,NA,0.461570483418207,0.172756996207727,0.344161088377341,0.0933473333716393,0.0939796961063426,0.206793970681491,0.0215114319967251,NA,0.097985569402967,NA,0.276777119321703,NA,NA,NA,NA,NA,NA,NA,NA,513684.632500254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,0.15345653206002,3.5876880905645,323.88010603598,0.644910209260632
-478590000,31,0,0,0,1,0,0,87.5,86.25,0,50,0,18.125,91.75,11.1,5.610929875,0.226996093988419,0,0,1,0,0,0,1,"CC",0.0373719600879771,0.489151573065277,0.18368172422544,15.6428571428571,15.6428571428571,NA,0.411351281045924,0.0764527951552252,0.191837645035615,0.808162354964384,NA,0.173411712050438,0.450997435683702,0.0296588470077814,NA,NA,0.289794742621306,NA,NA,0.178623264367862,NA,NA,NA,NA,NA,NA,NA,153982.745116609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,0.0884476495057083,1.62510049474366,270.760090075041,0.531306307043946
-478580000,24,0,0.0206330537606139,0.112518347423447,0.209109333894373,0.657739264921567,3.75,79.5833333333333,57.5,0,79.5833333333333,0,29.5833333333333,72.75,12.725,7.83184675,0.0548817533999681,0,1,1,0,0,1,1,"CC",0.519764078079615,0.214299554727825,0.0429410874966125,31.9444444444444,31.9444444444444,0.0152842051012105,0.124841972693874,0.0225068384546769,0.205207299826023,0.243602094739401,0.535362804997409,0.0626515597105026,0.157138117930415,NA,0.0158278004371672,0.0552051726584458,0.167790107037502,NA,0.520528435774978,0.0964393652351312,NA,NA,NA,NA,NA,NA,NA,791880.78241742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,0.130140649250031,2.67335337468169,254.419181546298,0.618813943287188
-478570000,24,0,0,0.190234536225775,0,0.809765463774225,0,80,41,0,80,0,17,87.8,13.02,9.442378,0.024582227692008,0,0,1,0,0,1,1,"CC",0.546342279244741,0.157994179437539,NA,25,25,0.00951126219767628,0.07620002238687,0.0722828948529927,0.447378696399054,0.00146958486334582,0.5511517187376,0.0523945558816195,0.365495147084889,0.129191423670595,NA,NA,0.29566354131772,NA,0.211827141126395,NA,NA,NA,NA,NA,NA,NA,NA,121284.641909053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,0.0927047541629134,1.34979922046412,237.904394804542,0.530686579755883
