OPENING_ID,SITE_PREP_,SITEPr_1_Meth,SITE_PREP1,SITE_PRE_1,SITE_PRE_2,SITEPr_2_Meth,SITE_PRE_3,SITE_PRE_4,SITE_PRE_5,SITEPr_3_Type,SITEPr_3_Meth,SITEPr_3_Area,SITEPr_3_Date,SITEPr_4,SITEPr_4_Meth,SITEPr_4_Area,SITEPr_4_Date,SITEPr_5,SITEPr_5_Meth,SITEPr_5_Area,SITEPr_5_Date,SITEPr_6,SITEPr_6_Meth,SITEPr_6_Area,SITEPr_6_Date,SITEPr_7,SITEPr_7_Meth,SITEPr_7_Area,SITEPr_7_Date,PLANTING_1,PLANTING_2,PLANTING_3,PLANT_1_SP1,PLANT_1_NUM2,PLANT_1_SP2,PLANT_1_NUM2,PLANT_1_SP3,PLANT_1_NUM3,PLANT_1_SP4,PLANT_1_NUM4,PLANT_1_SP5,PLANT_1_NUM5,PLANT_1_SP6,PLANT_1_NUM6,PLANT_1_SP7,PLANT_1_NUM7,PLANT_1_SP8,PLANT_1_NUM8,PLANT_1_SP9,PLANT_1_NUM9,PLANT_1_SP10,PLANT_1_NUM10,PLANT_1_SP11,PLANT_1_NUM11,PLANT_1_SP12,PLANT_1_NUM12,PLANT_1_SP13,PLANT_1_NUM13,PLANT_1_SP14,PLANT_1_NUM14,PLANT_1_SP15,PLANT_1_NUM15,PLANT_1_SP16,PLANT_1_NUM16,PLANT_1_SP17,PLANT_1_NUM17,PLANTING_4,PLANTING_5,PLANTING_6,PLANT_2_SP1,PLANT_2_NUM1,PLANT_2_SP2,PLANT_2_NUM2,PLANT_2_SP3,PLANT_2_NUM3,PLANT_2_SP4,PLANT_2_NUM4,PLANT_2_SP5,PLANT_2_NUM5,PLANT_2_SP6,PLANT_2_NUM6,PLANT_2_SP7,PLANT_2_NUM7,PLANT_2_SP8,PLANT_2_NUM8,PLANT_2_SP9,PLANT_2_NUM9,PLANT_2_SP10,PLANT_2_NUM10,PLANT_2_SP11,PLANT_2_NUM11,PLANT_2_SP12,PLANT_2_NUM12,PLANT_2_SP13,PLANT_2_NUM13,PLANT_2_SP14,PLANT_2_NUM14,PLANT_2_SP15,PLANT_2_NUM15,PLANT_2_SP16,PLANT_2_NUM16,PLANTING_C,PLANT_3_Type,PLANT_3_Meth,PLANT_3_Area,PLANT_3_Date,PLANT_3_SP1,PLANT_3_NUM1,PLANT_3_SP2,PLANT_3_NUM2,PLANT_3_SP3,PLANT_3_NUM3,PLANT_3_SP4,PLANT_3_NUM4,PLANT_3_SP5,PLANT_3_NUM5,PLANT_3_SP6,PLANT_3_NUM6,PLANT_3_SP7,PLANT_3_NUM7,PLANT_3_SP8,PLANT_3_NUM8,PLANT_4_Type,PLANT_4_Meth,PLANT_4_Area,PLANT_4_Date,PLANT_4_SP1,PLANT_4_NUM1,PLANT_4_SP2,PLANT_4_NUM2,PLANT_4_SP3,PLANT_4_NUM3,PLANT_4_SP4,PLANT_4_NUM4,PLANT_4_SP5,PLANT_4_NUM5,PLANT_4_SP6,PLANT_4_NUM6,PLANT_4_SP7,PLANT_4_NUM7,PLANT_5_Type,PLANT_5_Meth,PLANT_5_Area,PLANT_5_Date,PLANT_5_SP1,PLANT_5_NUM1,PLANT_5_SP2,PLANT_5_NUM2,PLANT_5_SP3,PLANT_5_NUM3,PLANT_5_SP4,PLANT_5_NUM4,PLANT_6_Type,PLANT_6_Meth,PLANT_6_Area,PLANT_6_Date,PLANT_6_SP1,PLANT_6_NUM1,PLANT_6_SP2,PLANT_6_NUM2,PLANT_6_SP3,PLANT_6_NUM3,PLANT_6_SP4,PLANT_6_NUM4
6743,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6744,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6751,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,10,1999-05-01,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20985,ME,,22,1988-10-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20986,ME,,26,1990-08-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20987,ME,,14,1990-08-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20988,ME,,16,1990-08-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20989,ME,,11,1990-08-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20990,ME,,9,1988-10-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20991,ME,DISC,39.5,1994-09-01,ME,,24,1988-10-01,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,39.5,1995-06-01,PLI,6000,PLI,5800,PLI,38835,PLI,4800,SX,1700,,,,,,,,,,,,,,,,,,,,,,,,,PL,9.7,1989-05-01,PLI,15965,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20992,ME,,51,1990-08-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20993,ME,,16,1988-10-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20994,ME,,25,1988-10-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21005,ME,,14.4,1991-10-01,ME,,18.6,1991-09-01,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,14.4,1992-08-01,SX,1440,PLI,23040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21006,ME,,33,1991-11-01,ME,,27,1990-08-01,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,33,1992-08-01,SX,25600,PLI,25460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21007,ME,,37.9,1990-08-01,ME,,5.1,1990-08-01,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,5.1,1992-05-01,SX,5620,PLI,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21008,ME,,5.1,1990-09-01,ME,,36.3,1991-10-01,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,4,1992-05-01,SX,6100,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL,31.1,1992-08-01,SX,5080,PLI,43700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21009,ME,,54,1991-10-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,24,1992-05-01,SX,38290,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL,0.5,1993-06-01,PLI,740,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,PL,PL,29.5,01-08-1992,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21010,ME,DISC,27.4,1990-09-01,ME,DISC,47,1989-06-01,3,ME,DISC,60.6,01-09-1991,NA,NA,NA,NA,,,,,,,,,,,,,PL,11,1992-08-01,SX,9420,PLI,3940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL,24,1992-05-01,SX,9540,PLI,29020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,PL,PL,29.3,01-05-1993,PLI,39420,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21015,ME,,22.4,1992-11-01,ME,DISC,25.6,1993-11-01,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,25.6,1995-06-01,PLI,2420,PLI,23600,PLI,7957,SX,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21018,ME,,28,1992-10-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,28,1993-06-01,SX,22680,PLI,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21032,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21033,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,FP,2.2,2006-05-12,PLI,1500,SX,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21034,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21035,MA,POWER,28,2002-11-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21036,ME,DISC,6.8,1995-09-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,6.8,1997-05-01,PLI,8760,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037,ME,DISC,45.3,1995-09-01,ME,,9.9,1991-11-01,3,ME,EXCAV,1.9,01-09-1995,NA,NA,NA,NA,,,,,,,,,,,,,PL,10.6,1992-08-01,SX,9640,PLI,9820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL,46.1,1996-08-01,SX,16020,FDI,38880,PLI,7920,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21106,ME,,10.5,1992-10-01,ME,DISC,8.5,1993-08-01,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,8.5,1994-05-01,SX,6480,PLI,6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21107,ME,,48,1992-10-01,ME,DISC,8.7,2001-09-01,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,8.7,2002-06-01,PLI,9050,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL,4,2004-05-01,PLI,3060,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21108,ME,,36.4,1992-10-01,ME,DISC,3.6,1994-10-01,3,ME,DISC,10.6,01-09-2001,NA,NA,NA,NA,,,,,,,,,,,,,PL,10.7,2002-07-01,PLI,10930,PLI,2480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL,3.6,1995-06-01,PLI,1080,SX,4680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21109,ME,DISC,41,1993-08-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,41,1994-05-01,SX,900,SX,34040,PLI,32140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21110,ME,DISC,24.2,1993-08-01,ME,EXCAV,1.8,1993-09-01,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,26,1994-05-01,SX,14400,PLI,27600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21111,ME,EXCAV,3,1993-09-01,ME,DISC,46,1993-08-01,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,49,1994-06-01,SX,1440,SX,29498,PLI,8000,PLI,42520,,,,,,,,,,,,,,,,,,,,,,,,,,,RP,49,1995-06-01,SX,290,PLI,22535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21112,ME,DISC,25,1996-08-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,28,1997-07-01,PLI,33000,PLI,3490,SX,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21113,ME,DISC,31,1995-10-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,FP,3.7,2005-05-16,PLI,3465,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL,1.3,2000-07-30,PLI,1845,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,PL,PL,27.4,01-06-1996,SX,3940,PLI,38500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21114,ME,DISC,14,1995-10-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,1.7,2000-06-30,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL,13.8,1996-06-01,SX,2200,PLI,19500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21115,ME,DISC,38.7,1995-07-01,ME,EXCAV,3.9,1995-06-01,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,23.3,1995-06-01,PLI,15200,SX,15120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL,19.3,1996-06-01,SX,5560,PLI,27575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,PL,PL,2.5,01-07-2000,PLI,2175,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21116,ME,MOUND,1,1995-06-01,ME,DISC,37.7,1995-07-01,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,34.4,1996-06-01,SX,6220,PLI,52520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL,4.2,2000-06-01,PLI,2375,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21117,ME,DISC,28,1994-09-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,28,1995-06-01,PLI,41180,PLI,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21118,ME,EXCAV,0.8,1995-07-01,ME,DISC,26.2,1995-07-01,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,27,1996-06-01,SX,4320,PLI,37800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21119,ME,DISC,47,1993-08-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,47,1994-06-01,SX,10540,PLI,33400,PLI,28160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21120,ME,DISC,25,1993-08-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,25,1994-06-01,PLI,4700,PLI,26300,SX,3900,PLI,1500,PLI,480,SX,1800,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21121,ME,DISC,39,1993-08-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,39,1994-06-01,SX,7430,PLI,29000,PLI,9500,PLI,16500,,,,,,,,,,,,,,,,,,,,,,,,,,,RP,39,1995-06-01,PLI,24545,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21122,ME,EXCAV,2,1995-06-01,ME,DISC,32,1995-06-01,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,18.7,1995-06-01,PLI,15620,SX,14820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL,15.3,1996-06-01,SX,1840,PLI,21856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21123,ME,DISC,25,1993-06-01,ME,DISC,14,1993-08-01,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,0.6,1994-06-01,SX,1040,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL,28.5,1993-07-01,PLI,48300,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,PL,PL,9.9,01-06-1995,PLI,1760,SX,5850,PLI,7480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21124,ME,DISC,7.1,1995-10-01,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,7.1,1996-06-01,SX,5060,PLI,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL,24.9,1995-06-01,SX,3140,PLI,38720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21131,ME,MOUND,0.4,1997-09-01,ME,DISC,23.7,1997-09-01,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,24.1,1998-06-01,PLI,26030,SX,11670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
