"OPENING_ID","PlantAge","Reburn","High","Low","Medium","Unburned","DecVRICov","ConVRICov","PineVRICov","FirVRICov","SpruVRICov","DFirVRICov","CanopCloVRI","AgeVRI","HeightVRI","BA_VRI","Mn_dNBR","Spaced","Brushed","SitePrepped","Fertil","Prune","Planted","NumDenuda","HarvType","SurIM-Con","SurM-Con","SurNA-NF","SurCrClos","SurBA","SurM-Pine","Sur-High","Sur-Low","Sur-Medium","Sur-Unburned","sur_dNBR","SurY-Con","SurM-PineMix","TotArea","Md_DOB","DEM_Slop","DEM_Asp","DEM_tpi","DEM_hli"
8905,16,0,0.00344200411291093,0.172391471643519,0.159939513300257,0.664227010943313,0,92.3076923076923,92.3076923076923,0,92.3076923076923,0,19.6153846153846,140,15.7846153846154,9.68780161538462,-0.0257732653990388,0,0,1,0,0,1,1,"CC",0.035079662015392,0.508576955600417,0.456343382384191,18.0526315789474,18.0526315789474,0.508576955600417,0.00109443821942663,0.106901625209981,0.734521068106543,0.15748286846405,0.465929731726646,NA,NA,822081.549035519,226,NA,NA,NA,NA
74143,13,0,0,0.443254630570154,0.327738059903982,0.229007309525864,0,100,86.8181818181818,0,100,0,24.0909090909091,173.363636363636,17.3454545454545,12.349311,0.287699654698372,0,0,0,0,0,1,1,"CC",NA,0.967648452171184,NA,23,23,0.904334241728526,0.00458703130930515,0.0790803335053873,0.913443703030082,0.00288893215522508,0.560160279273987,0.0323515478288158,0.0633142104426578,668381.912588755,226,NA,NA,NA,NA
