"OPENING_ID","PlantAge","Reburn","High","Low","Medium","Unburned","DecVRICov","ConVRICov","PineVRICov","FirVRICov","SpruVRICov","DFirVRICov","CanopCloVRI","AgeVRI","HeightVRI","BA_VRI","Mn_dNBR","Spaced","Brushed","SitePrepped","Fertil","Prune","Planted","NumDenuda","HarvType","SurIM-50_50","SurIM-Con","SurM-50_50","SurM-75Con","SurM-Con","SurNA-NF","SurCrClos","SurBA","SurM-75Pine","SurM-Pine","SurM-PineMix","Sur-High","Sur-Low","Sur-Medium","sur_dNBR","SurIM-75Con","Sur-Unburned","SurY-Con","Sur-AgeCl-3","Sur-AgeCl-1","Sur-AgeCl-2","TotArea","Md_DOB","DEM_Slop","DEM_Asp","DEM_tpi","DEM_hli"
88718,17,0,0.00260885953624018,0.119994456213446,0.877396684250314,0,0,71.4285714285714,71.4285714285714,0,28.5714285714286,0,17.2857142857143,81.2857142857143,8.21428571428571,8.917907,0.250273704528809,0,0,0,0,0,0,1,"CC",NA,0.0170220373851312,NA,NA,0.545530017529053,0.265889247173349,13.5625,13.5625,NA,0.545530017529053,NA,0.06237495176016,0.218861567380232,0.670600719767516,0.22471159696579,NA,0.0481627610920917,0.171558697912467,NA,0.108664120912722,0.191617276014341,220689.482926849,230,0.137447580377231,3.51552418786958,330.34030776426,0.652942535388901
88738,17,0,0,0.0582237426037969,0.914819305839054,0.026956951557149,0,80,71.9,0,28.1,0,27.4,93.8,12.14,16.0029428,0.229096308350563,0,0,0,0,0,0,1,"CC",NA,0.17972975774555,NA,NA,0.57759645174467,0.143882567252002,25.2777777777778,25.2777777777778,0.00402784364481645,0.504214435580257,0.036387612253485,0.0160717243114334,0.223744657660356,0.668683776657433,0.166437283158302,NA,0.0914998413707785,0.0987912232577789,0.115321068292772,0.0399178787177516,0.0237555507691443,382040.069570225,216,0.147644787176377,3.18060100568292,309.27080123973,0.662851052804732
88766,16,0,0,0.47372632847863,0.491434065909088,0.0348396056122818,0,100,76.5714285714286,14.2857142857143,29,4.42857142857143,21.5714285714286,113.428571428571,12.4285714285714,9.71974885714286,0.208470389246941,0,0,0,0,0,1,1,"CC",NA,0.0863061894826691,NA,NA,0.903968910667762,NA,21.875,21.875,NA,0.841289905983887,0.0626790046838752,0.00669353133061058,0.220155496807599,0.735501496179496,0.221907623112202,NA,0.0376494756822942,0.00972489984956879,NA,NA,0.0859828863554508,342947.88914278,229,0.261836103977341,1.88335430496617,368.181513923294,0.538774263466659
92248,11,0,0,0.47307553749729,0.460892418331653,0.0660320441710577,0,100,90.7272727272727,0,10.3636363636364,8,31.8181818181818,96.4545454545455,13.7909090909091,14.4016499090909,0.175426810979843,0,0,0,0,0,1,1,"CC",NA,0.515102098336238,NA,NA,0.344090382305176,0.0186077202266122,31.7894736842105,31.7894736842105,NA,0.253160491578083,0.0909298907270932,NA,0.496580782240402,0.46074692877803,0.131905786693096,NA,0.0426722889815687,0.122199799131973,NA,NA,NA,425505.599241839,216,0.127846424210676,3.18671455130441,276.49142890196,0.590819953812216
92249,17,0,0,0.638228925954835,0.0440694644662073,0.317701609578957,0,100,97.25,0,52.75,0,32.5,53.75,7.8,7.312325,0.100991554558277,0,0,0,0,0,0,1,"CC",NA,0.64644892006566,NA,NA,0.317064395135534,NA,32.6666666666667,32.6666666666667,NA,0.317064395135534,NA,NA,0.426389726240772,0.228758830014313,0.0890710651874542,NA,0.344851443744915,0.0364866847988056,NA,NA,0.0147096320014279,53481.6979668206,224,0.114336909826047,1.91913986456452,254.521005902972,0.518411990255117
92250,17,0,0,0.58207428766415,0.4170240492684,0.000901663067450438,0,100,82.5,0,67.5,0,36.25,79.5,13.125,16.35296975,0.172735691070557,0,0,0,0,0,0,1,"CC",NA,0.748435201578159,NA,NA,0.121840584200096,0.0720155271215692,28.9090909090909,28.9090909090909,NA,0.121840584200096,NA,NA,0.469952705570486,0.29201250207309,0.105550207197666,NA,0.238034792356425,0.0577086871001759,NA,NA,0.0180115314720448,71063.0187914781,224,0.092241943317155,3.82624628186226,259.586758626302,0.63404426018397
92253,11,0,0,0.040572607650366,0.959110730012222,0.000316662337412404,0,100,100,0,14.2857142857143,0,24,103.857142857143,13.5714285714286,11.6356187142857,0.178875379264355,0,0,0,0,0,1,1,"CC",NA,0.184409006579069,NA,0.00172657185554013,0.63557451660885,NA,27.4615384615385,27.4615384615385,0.00172657185554013,0.63557451660885,NA,NA,0.383555579206389,0.576577143169972,0.130380570888519,NA,0.0398672776236388,0.178289904956541,NA,NA,NA,367071.750113398,192,0.0921391823278566,4.40277491605341,274.209498212843,0.630034898155428
92257,11,0,0,0.664922335094751,0.264991714052601,0.0700859508526481,0,84.6153846153846,68,0,24.3076923076923,0,23.1538461538462,100.346153846154,13.7846153846154,12.6292514230769,0.131600022315979,0,0,0,0,0,1,1,"CC",NA,0.161164179940963,NA,NA,0.698501340390482,0.139755469154335,22.1578947368421,22.1578947368421,NA,0.448179336651553,0.218900677121172,NA,0.443546963300613,0.362288444626108,0.0823523253202438,NA,0.194164592073279,0.000579010514220744,NA,NA,NA,1265146.6151752,192,0.148460155145398,3.77767993199165,274.52840776716,0.536139815513577
95636,16,0,0,0.346477447179265,0.599334336621184,0.0541882161995511,0,100,86.8,0,53.2,0,20.2,72,11,6.352436,0.155114851891994,0,0,0,0,0,0,1,"CC",NA,0.120450962027791,NA,NA,0.826864151178841,0.0362704982497453,20.5833333333333,20.5833333333333,NA,0.561700178794285,0.265163972384556,NA,0.408348837082961,0.519127408617042,0.0935744941234589,0.000358656811037606,0.0725237542999971,0.016055731732585,NA,NA,NA,91950.0756099768,192,0.150419878469098,4.77230479634634,311.000377513744,0.658464719753454
95654,16,0,0,0.70625872567205,0.29374127432795,0,0,100,83,0,17,0,18.5,129,19.9,14.2201305,0.153752580285072,0,0,0,0,0,0,1,"CC",NA,NA,NA,NA,0.771765566350776,0.163427029513936,23.25,23.25,NA,0.511367507627879,0.260398058722897,NA,0.344165534130692,0.558592228689925,0.111086774617434,NA,0.0972422371793824,0.0648074041352881,NA,NA,NA,3593.62096703053,192,0.137401622533798,4.6134952545166,297.435770670573,0.666000127792358
95659,16,0,0.0200025573808075,0.325161081727493,0.652507378257921,0.0023289826337783,0,100,71.9,0,29.1,0,24.9,118.4,16.45,11.8039858,0.262058839201927,0,0,0,0,0,0,1,"CC",NA,0.408429677504763,NA,NA,0.57869484917496,0.00307536120934777,22.7333333333333,22.7333333333333,NA,0.484937789417708,0.0937570597572523,NA,0.257953753154635,0.729202692998005,0.241297498345375,NA,0.0128435538473598,0.00980011211092971,NA,NA,0.0120948503600814,460768.348145269,230,0.0908384972663043,2.76391204673382,321.100829601288,0.544892256439198
95660,16,0,0.00139885642592296,0.140407527521445,0.826550389130201,0.0316432269224307,0,100,58,0,57.7142857142857,0,24.8571428571429,100.642857142857,14,8.9567015,0.294079154729843,0,0,0,0,0,0,1,"CC",NA,0.133588916710455,NA,NA,0.807920012407988,NA,23.6666666666667,23.6666666666667,0.158299606411844,0.443745320009694,0.136821880875827,0.0518419273158472,0.113246804448961,0.823497191930154,0.236061111092567,NA,0.0114140763050379,0.058491070881557,NA,NA,0.0270201853060222,239540.220219996,230,0.138863252011928,2.38895083838292,308.252398295917,0.519362308168057
95666,16,0,0.00186845241877168,0.276029934648982,0.55738213494338,0.164719477988867,0,88.8888888888889,84.4444444444444,0,44.4444444444444,0,17.8888888888889,69.4444444444444,8.8,7.35281211111111,0.207243070006371,0,0,0,0,0,0,1,"CC",NA,0.137780325266988,NA,NA,0.393139277182869,0.0634366379162359,25.7727272727273,25.7727272727273,NA,0.327814483813442,0.0653247933694268,0.0748971058413075,0.260939241622398,0.437571407178948,0.158774897456169,NA,0.226592245357346,0.405643759633907,NA,NA,0.329313217772517,882283.870723183,231,0.0892172371063832,3.2251121758579,322.539217478383,0.557589193660148
95672,16,0,0.0217429221418068,0.278694669716922,0.6995040662137,5.83419275716479e-05,3.55555555555556,96.4444444444444,80.5555555555556,6.66666666666667,30.3333333333333,0,30,65.8888888888889,9.55555555555556,6.74629888888889,0.272745937108994,0,0,0,0,0,0,1,"CC",NA,0.782298575069802,NA,NA,0.126732597543384,NA,28.8333333333333,28.8333333333333,NA,0.102176925867972,0.0245556716754118,0.360307081361068,0.0418023309713085,0.548363076278049,0.234849475324154,NA,0.049527511389575,0.0909688273868137,NA,NA,NA,294451.84477568,231,0.141687262039009,2.01121146239037,309.58581394555,0.504993593892066
104564,16,0,0,0.556988363338576,0.198857085189034,0.24415455147239,0,92.3076923076923,69.9230769230769,0,43.1538461538462,0,24.7692307692308,94.9230769230769,13.6230769230769,13.0136634615385,0.216219455003738,0,0,0,0,0,0,1,"CC",NA,0.127921825356265,NA,NA,0.503855403454564,0.0335603817966254,23.5294117647059,23.5294117647059,NA,0.37074021770219,0.133115185752374,NA,0.363600867647643,0.360417185869062,0.165411666035652,NA,0.275981946483295,0.334662389392545,NA,NA,0.344707944274024,617505.770306775,231,0.0953180981312124,1.49476317223161,324.831817847138,0.529299981021262
1640976,3,0,0,0.700962406911277,0.100968811265528,0.198068781823195,1.42857142857143,98.5714285714286,98.5714285714286,0,14.2857142857143,0,27.4285714285714,94.1428571428571,11.3571428571429,9.815993,0.125722318887711,0,0,0,0,0,0,1,"CC",NA,0.520039369865284,NA,NA,0.435667128692138,NA,26.7777777777778,26.7777777777778,NA,0.435667128692138,NA,0.0758137433851845,0.4364228444914,0.323088972810372,0.0924930721521378,NA,0.164674439313043,0.0442935014425773,NA,NA,0.046281663881773,99481.9701291099,194,0.0844130418222167,3.80025185531714,333.059617844303,0.553624828304865
1649418,2,0,0,0.679109124204529,0.234034764884597,0.0868561109108742,0,90,72.6,5.7,21.7,0,27.6,113.5,12.55,15.3724771,0.163291871547699,0,0,0,0,0,0,1,"CC",NA,0.139948478680841,NA,NA,0.752714454277387,0.0233354820410526,26.0909090909091,26.0909090909091,0.204728474974418,0.416933522880035,0.131052456422934,0.135898804522324,0.135454572998177,0.662597404932002,0.160990551114082,NA,0.0660492175474977,0.08400158500072,0.182195854376279,NA,0.0507567740462207,272853.991024572,225,0.149033545173632,4.27095952071553,314.494279395486,0.630811189692649
1651123,3,0,0,0.532606864693674,0.368554278712954,0.0988388565933714,0,100,85.6666666666667,4.5,9.83333333333333,0,30.1666666666667,121.666666666667,14.5666666666667,17.779835,0.171940840780735,0,0,0,0,0,0,1,"CC",NA,0.380031412775679,NA,NA,0.619968587224321,NA,30.5555555555556,30.5555555555556,NA,0.619968587224321,NA,NA,0.097390178763574,0.68741465370837,0.153249770402908,NA,0.215195167528056,NA,0.260389347176029,NA,NA,60674.213939202,225,0.162486056358937,5.10960459709167,331.507665297564,0.640430406612508
