"OPENING_ID","PlantAge","Reburn","High","Low","Medium","Unburned","DecVRICov","ConVRICov","PineVRICov","FirVRICov","SpruVRICov","DFirVRICov","CanopCloVRI","AgeVRI","HeightVRI","BA_VRI","Mn_dNBR","Spaced","Brushed","SitePrepped","Fertil","Prune","Planted","NumDenuda","HarvType","SurIM-Con","SurM-Con","SurNA-NF","SurCrClos","SurBA","SurM-75Pine","SurM-PineMix","Sur-High","Sur-Low","Sur-Medium","Sur-Unburned","sur_dNBR","SurY-Con","SurIM-75Con","Sur-AgeCl-1","Sur-AgeCl-2","SurM-Pine","Sur-AgeCl-3","SurY-75Con","Sur-AgeCl-4","SurIM-50_50","SurM-50_50","SurM-75Con","SurY-50_50","SurY-Dec","TotArea","1960","2002","2017","Md_DOB","DEM_Slop","DEM_Asp","DEM_tpi","DEM_hli"
10628,24,0,0,0.177017214751975,0.100959586854721,0.722023198393304,5.25,94.75,31,0,94.75,0,25.125,105.125,15.7875,11.9498225,-0.0943015143275261,0,1,1,0,0,1,1,"CC",0.0195668458534027,0.7068922726201,0.0933277192749737,25.1538461538462,25.1538461538462,0.0908564485340515,0.496354070810921,0.00530316843673778,0.0996647395921197,0.892793774394892,0.00223831757625086,0.157906174659729,0.180213162251523,NA,0.041825932391886,0.206931607988046,NA,NA,NA,NA,NA,NA,NA,NA,NA,519588.107952835,NA,NA,NA,222,0.0984870451313503,2.73751320391379,252.530520845983,0.592549498989174
29292,26,0,0.0142403070496641,0.0245929076457618,0.0293751244322527,0.931791660872321,0.5,99.5,38.5,0,99.5,0,35.6,118.1,12.36,14.392767,-0.10191198438406,0,0,1,0,0,1,1,"CC",0.230974622083195,0.583010370316538,NA,35.5,35.5,0.158032988122151,0.274820426597639,0.000801264981359672,0.216406202012895,0.355569908682818,0.427222624322927,0.138236403465271,0.186015007600267,NA,NA,NA,NA,0.229141384921465,NA,NA,NA,NA,NA,NA,NA,444371.702677736,NA,NA,NA,222,0.0840177939821087,3.13172562095914,263.44444157527,0.565873332834437
29293,26,0,0.0154667711928793,0.0102236137574671,0.0245366040798161,0.949773010969837,0.727272727272727,90.1818181818182,33.6363636363636,0,90.1818181818182,0,28.1818181818182,125.363636363636,13.3181818181818,14.5198409090909,-0.0925932303071022,0,0,1,0,0,1,1,"CC",0.0666323993669515,0.909935869326753,0.0234317313062953,29.3333333333333,29.3333333333333,0.460964052064839,0.0754713751275454,0.00120156122124607,0.0776027820499976,0.556137233695252,0.365058423033504,0.256438791751862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463922.343192662,NA,NA,NA,221,0.0673313879423374,2.21791046438466,263.276752434744,0.567914690364871
29294,26,0,0,0.050193244359558,0.013473753990516,0.936333001649926,0,90.9090909090909,40.4545454545455,0,90.9090909090909,0,25.6363636363636,84.3636363636364,7.92727272727273,9.47563372727273,-0.0345078613609076,0,0,1,0,0,1,1,"CC",0.00372922947400215,0.774339022391709,0.0510088393168472,23.4285714285714,23.4285714285714,0.225552731858369,0.317255573568747,NA,0.156873747540484,0.330737888963514,0.512388363496002,0.304570734500885,0.170922908817441,NA,NA,0.170479090339401,NA,NA,NA,NA,NA,NA,NA,NA,NA,816933.901230307,NA,8.21428166390472e-05,NA,220,0.0667072926937081,3.46901446703443,267.188512982379,0.589886010479141
29304,25,0,0,0.0746478034800505,0.016367653340643,0.908984543179307,0,75,52.5,0,75,0,30,75.75,9.975,10.314556125,-0.0953013375401497,0,0,0,0,0,1,1,"CC",0.0346865425762196,0.731759792446951,0.134617975698604,23.3636363636364,23.3636363636364,0.204158649968548,0.264186556382467,NA,0.401078217206092,0.0618912397664299,0.537030543027478,0.155527144670486,0.0989356892782251,NA,NA,NA,0.263414586095936,NA,NA,NA,NA,NA,NA,NA,NA,223231.009793289,NA,NA,NA,234,0.132315502097101,2.84762768894287,286.892663043478,0.586741193127726
29305,24,0,0,0.0391141594668873,0,0.960885840533113,0.625,99.375,73.125,5,94.375,0,45.625,83.75,13.15,15.727552375,-0.0807672515511513,0,0,1,0,0,1,1,"CC",NA,0.650410192437767,NA,42.2727272727273,42.2727272727273,NA,0.0352805566948572,NA,0.184407162162708,0.00847887767090525,0.807113960166387,0.208663493394852,0.349589807562233,NA,NA,NA,0.514197262439105,0.326116988654048,NA,NA,NA,NA,NA,NA,NA,350425.761721563,NA,NA,NA,234,0.0822697931302738,3.25114836469451,278.205655170172,0.563874946561868
29306,25,0,0,0.0438551593288334,0.00377224386800229,0.952372596803164,0.714285714285714,99.2857142857143,38.5714285714286,4.28571428571429,95,0,34.5714285714286,143.142857142857,20.2571428571429,21.4766358571429,-0.0946540534496307,0,0,0,0,0,1,1,"CC",0.00910565059733738,0.935587706441338,NA,28.7272727272727,28.7272727272727,NA,0.260517873907035,NA,0.328709693257207,0.230445649274451,0.440844657468341,0.258198142051697,0.055306642961325,NA,0.032302991029147,NA,0.430353382550596,NA,NA,NA,NA,NA,NA,NA,NA,445051.384991479,NA,NA,NA,224,0.0998855714407006,2.36151146475166,267.260869415713,0.533921476820825
29307,24,0,0,0.0118557434906969,0.0146448078085772,0.973499448700726,0.411764705882353,81.9411764705882,25.1823529411765,5.58235294117647,76.3588235294118,0,31.7647058823529,126,15.5,18.6085851764706,-0.0872994586825371,0,0,1,0,0,1,1,"CC",NA,0.548028586832145,0.395891003130685,28.48,28.48,NA,0.462143598589097,NA,0.129761396174504,0.348882404467791,0.521356199357705,0.302237093448639,0.0560804100371695,NA,0.406720351890819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624687.716355849,NA,NA,NA,224,0.119605236606468,2.76831258441729,275.071687068086,0.581395270504477
29309,24,0,0,0.0157448002692703,0.0129859805708228,0.971269219159907,0.833333333333333,82.5,33.3333333333333,0,82.5,0,24.1666666666667,114,15.15,11.4672531666667,-0.0757292807102203,0,0,1,0,0,1,1,"CC",NA,0.497581817055777,0.476139514351011,24.5454545454545,24.5454545454545,NA,0.17762232482264,NA,0.131817650401514,0.0185840842614849,0.849598265337001,0.0401458088308573,0.0262786685932126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362787.564089218,NA,NA,NA,224,0.0944932272187411,2.86279473954609,275.078036361004,0.574438677660784
29310,24,0,0,0.0312247107614197,0.00586026741385164,0.962915021824729,0.277777777777778,83.0555555555556,48.7777777777778,4.38888888888889,78.6666666666667,0,24.9444444444444,51.3888888888889,8.47777777777778,10.9999258333333,-0.0884759798645973,0,0,1,0,0,1,1,"CC",0.0139863862565163,0.359809889705666,0.48876869201102,26.625,26.625,0.0114507845817379,0.261424465033755,NA,0.391946953563192,0.120312926730305,0.487740119706503,0.290587738156319,0.137435032026798,NA,0.72118763150438,NA,0.0310470873211426,NA,NA,NA,NA,NA,NA,NA,NA,945716.903250575,NA,NA,NA,224,0.100376953225874,2.61590958214751,272.682688462678,0.55130716502949
29321,23,0,0.219091883157359,0.0242213004883084,0.109808892176946,0.646877924177387,1.07142857142857,98.9285714285714,47.8571428571429,16.0714285714286,82.8571428571429,0,35.1428571428571,125.5,16.55,20.988225,-0.048274926841259,0,0,1,0,0,1,1,"CC",0.00927291205430413,0.811296681679642,NA,35.1764705882353,35.1764705882353,0.0863567442462341,0.426059632567276,0.0795191417874399,0.172948603892783,0.500728734564285,0.246803519755492,0.602762997150421,0.179430406266054,NA,0.525704115494828,NA,0.257643326760769,NA,NA,NA,NA,NA,NA,NA,NA,619274.393020609,NA,NA,NA,212,0.142696347805936,3.79170411626552,293.227968334292,0.662770332583101
43610,19,0,0.0942424815661038,0.459728196493719,0.308408670376978,0.137620651563199,2.08333333333333,89.5833333333333,38.7416666666667,0.833333333333333,88.75,0,35.4166666666667,103.5,13.1333333333333,19.4627825833333,0.0542059261351824,0,0,1,0,0,1,1,"CC",0.142042565249137,0.749183322051204,0.0993028610271505,33.1578947368421,33.1578947368421,0.0894057295616817,0.51716559322397,0.0724009214086184,0.0300808303456571,0.600716508200243,0.296801740045482,0.292679905891418,0.00947125167250795,NA,NA,NA,NA,0.146666327270109,NA,NA,NA,NA,NA,NA,NA,571288.26782375,NA,NA,NA,219,0.0901259782738588,2.83220239747198,267.711825590404,0.587289385756108
45844,21,0,0,0.354044005869054,0.074071486183973,0.571884507946973,19.0909090909091,71.8181818181818,38.6363636363636,8.19090909090909,63.6272727272727,0,43.7272727272727,74,14.3545454545455,20.3896219090909,-0.0433700829744339,0,1,1,0,0,1,1,"CC",0.272343154116076,0.433841052678352,0.0414996236673221,35.4210526315789,35.4210526315789,NA,0.377532418563094,0.0104725796226134,0.119270461998134,0.349042274650154,0.521214683729099,0.0426333956420422,0.163406640477955,NA,0.00111692225819831,0.104883706188796,NA,NA,0.01287878515286,NA,0.0455034089765719,0.0305273349308621,NA,NA,NA,539939.224069659,NA,NA,NA,221,0.16252374560233,2.97101921966725,279.315073985927,0.631718333292481
45848,21,0,0.013877979205313,0.718454435579724,0.0467673620122733,0.220900223202689,12.8571428571429,72.8571428571429,62.8571428571429,2.85714285714286,70,0,25.7142857142857,22.8571428571429,6.01428571428571,4.12529271428571,-0.0258270800113678,1,1,0,0,0,1,1,"CC",0.196598335680488,0.00809990376000512,0.0410386851200096,20.25,20.25,NA,0.00809990376000512,NA,0.514914572485076,0.30377203764218,0.181313389872745,0.11265504360199,0.316760801907444,0.372080174705418,0.125396054513995,0.060703453564558,NA,NA,0.0654220988266352,NA,NA,NA,NA,NA,NA,446257.07806442,NA,NA,NA,223,0.158679975549581,2.47019776373361,269.087196931016,0.60986484843258
53367,22,0,0,0.202406872840482,0.052197371784788,0.74539575537473,5.1875,94.8125,53.625,0.375,94.4375,0,27.125,71.875,11.74375,13.049474125,0.191817253828049,1,0,1,0,0,1,1,"CC",0.123485336932921,0.267499870558833,NA,26.7894736842105,26.7894736842105,NA,0.22201911698987,NA,0.295066190559589,0.210525660267475,0.494408149172936,0.180606462061405,0.554656844259933,NA,0.118167737398883,NA,0.0421624584489903,NA,0.0483674994498206,NA,NA,NA,0.00599044879849193,NA,NA,423437.131532487,NA,NA,NA,221,0.0660936012115905,3.39099793466907,269.548499335194,0.60204459704758
53369,22,0,0.0108288707684982,0.0246124245124039,0.00922308822371237,0.955335616495386,5.84166666666667,85.825,47.4916666666667,2.5,83.325,0,26.9166666666667,87.6666666666667,11.3083333333333,10.90262575,-0.0872491598129272,1,0,1,0,0,1,1,"CC",0.000313268516666778,0.443856378318406,0.0435840098125587,24.0434782608696,24.0434782608696,0.0738145030818604,0.327307645207095,0.0102032469480159,0.398682706616165,0.249464337420201,0.341649709015618,0.237026661634445,0.434433380258958,NA,0.409574873193054,0.117039929200158,NA,NA,NA,NA,NA,NA,NA,0.0778129630934108,NA,567777.916761061,NA,NA,NA,221,0.107089199840226,2.74221891774076,266.872115480463,0.585468966805003
53370,22,0,0,0.032132351606142,0.0118134556710893,0.956054192722769,1.5,88.5,39.5,0,88.5,0,25.7,84.8,10.42,10.774667,-0.0954846739768982,0,0,1,0,0,1,1,"CC",NA,0.709857077955277,0.00826776325230543,23.9375,23.9375,0.133283368683424,0.207815328875978,NA,0.374661320827393,0.27344257308226,0.351896106090346,0.184649564325809,0.281875158792418,NA,0.404335590246086,NA,0.0542662311653784,NA,NA,NA,NA,NA,NA,NA,NA,589860.777805738,NA,NA,NA,221,0.0704528238306192,3.62235592358323,265.750047989474,0.606110948597202
56702,19,0,0,0.306095362896212,0.151944541193402,0.541960095910386,16.25,83.75,52.5,0,83.75,0,16.5,59.75,12.2,6.8594475,-0.0153296384960413,0,1,0,0,0,1,1,"CC",NA,0.442917695933651,0.127464341301403,16.0769230769231,16.0769230769231,0.0185474276964266,0.349071530004572,NA,0.188525813309963,0.140665753155173,0.670808433534864,0.176634512841702,0.0464319592731595,NA,0.0583656972677335,0.331226215544749,0.0446520999220128,NA,0.383186003491787,NA,NA,NA,NA,NA,NA,204902.283749773,NA,NA,NA,222,0.10906862634509,2.63706140544692,258.195285881143,0.582737776020025
