OPENING_ID,SITE_PREP_,SITEPr_1_Meth,SITE_PREP1,SITE_PRE_1,SITE_PRE_2,SITEPr_2_Meth,SITE_PRE_3,SITE_PRE_4,SITE_PRE_5,SITEPr_3_Type,SITEPr_3_Meth,SITEPr_3_Area,SITEPr_3_Date,SITEPr_4_Type,SITEPr_4_Meth,SITEPr_4_Area,SITEPr_4_Date,SITEPr_5_Type,SITEPr_5_Meth,SITEPr_5_Area,SITEPr_5_Date,SITEPr_6_Type,SITEPr_6_Meth,SITEPr_6_Area,SITEPr_6_Date,SITEPr_7_Type,SITEPr_7_Meth,SITEPr_7_Area,SITEPr_7_Date,PLANTING_1,PLANTING_2,PLANTING_3,PLANT_1_SP1,PLANT_1_NUM1,PLANT_1_SP2,PLANT_1_NUM2,PLANT_1_SP3,PLANT_1_NUM3,PLANT_1_SP4,PLANT_1_NUM4,PLANT_1_SP5,PLANT_1_NUM5,PLANT_1_SP6,PLANT_1_NUM6,PLANT_1_SP7,PLANT_1_NUM7,PLANT_1_SP8,PLANT_1_NUM8,PLANT_1_SP9,PLANT_1_NUM9,PLANT_1_SP10,PLANT_1_NUM10,PLANT_1_SP11,PLANT_1_NUM11,PLANTING_4,PLANTING_5,PLANTING_6,PLANT_2_SP1,PLANT_2_NUM1,PLANT_2_SP2,PLANT_2_NUM2,PLANT_2_SP3,PLANT_2_NUM3,PLANT_2_SP4,PLANT_2_NUM4,PLANT_2_SP5,PLANT_2_NUM5,PLANT_2_SP6,PLANT_2_NUM6,PLANT_2_SP7,PLANT_2_NUM7,PLANT_2_SP8,PLANT_2_NUM8,PLANT_2_SP9,PLANT_2_NUM9,PLANT_2_NUM10,PLANT_2_NUM10,PLANTING_C,PLANT_3_Type,PLANT_3_Meth,PLANT_3_Area,PLANT_3_Date,PLANT_3_SP1,PLANT_3_NUM1,PLANT_3_SP2,PLANT_3_NUM2,PLANT_3_SP3,PLANT_3_NUM3,PLANT_3_SP4,PLANT_3_NUM4,PLANT_3_SP5,PLANT_3_NUM5,PLANT_3_SP6,PLANT_3_NUM6,PLANT_3_SP7,PLANT_3_NUM7,PLANT_3_SP8,PLANT_3_NUM8,PLANT_3_SP9,PLANT_3_NUM9,PLANT_3_SP10,PLANT_3_NUM10,PLANT_4_Type,PLANT_4_Meth,PLANT_4_Area,PLANT_4_Date,PLANT_4_SP1,PLANT_4_NUM1,PLANT_4_SP2,PLANT_4_NUM2,PLANT_4_SP3,PLANT_4_NUM3,PLANT_4_SP4,PLANT_4_NUM4,PLANT_5_Type,PLANT_5_Meth,PLANT_5_Area,PLANT_5_Date,PLANT_5_SP1,PLANT_5_NUM1,PLANT_5_SP2,PLANT_5_NUM2,PLANT_5_SP3,PLANT_5_NUM3,PLANT_5_SP4,PLANT_5_NUM4,PLANT_6_Type,PLANT_6_Meth,PLANT_6_Area,PLANT_6_Date,PLANT_6_SP1,PLANT_6_NUM1,PLANT_6_SP2,PLANT_6_NUM2,PLANT_6_SP3,PLANT_6_NUM3,PLANT_6_SP4,PLANT_6_NUM4
-500870000,BU,PBURN,10,01/10/1989,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,8,01/06/1990,PLI,16000,SX,0,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500860000,ME,TRAIL,28,01/08/1987,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,96,01/06/1988,SX,105000,PLI,0,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500850000,ME,DISC,6,01/10/1990,ME,PILE,5,01/11/1986,3,ME,TRAIL,3,01/11/1986,NA,NA,NA,NA,,,,,,,,,,,,,FP,2.1,24/05/1995,PLI,570,SX,420,,,,,,,,,,,,,,,,,,,PL,7,01/05/1991,PLI,8000,NA,NA,,,,,,,,,,,,,,,,,3,PL,CTAIN,8,01/06/1987,PLI,11000,SX,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500840000,ME,WINDR,2,01/10/1986,ME,TRAIL,4,01/10/1986,3,ME,DISC,3,01/10/1990,NA,NA,NA,NA,,,,,,,,,,,,,PL,7,01/06/1987,PLI,9000,NA,NA,,,,,,,,,,,,,,,,,,,FP,8,01/05/1991,PLI,6000,NA,NA,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500830000,ME,TRAIL,3,01/10/1986,ME,WINDR,3,01/10/1986,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,6,01/06/1987,PLI,6000,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500820000,MA,LAYOT,109,30/10/2019,ME,TRAIL,64,01/01/1980,3,BU,LAND,1,01/06/1979,NA,NA,NA,NA,,,,,,,,,,,,,PL,99,01/06/1982,SX,125000,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500810000,BU,BROAD,68,01/09/1970,MA,KNOCK,68,01/01/1969,3,MA,SNAG,68,01/01/1969,NA,NA,NA,NA,,,,,,,,,,,,,PL,68,01/06/1971,SX,72000,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500800000,BU,BROAD,50,01/10/1970,MA,KNOCK,48,01/09/1969,3,MA,SNAG,48,01/10/1969,NA,NA,NA,NA,,,,,,,,,,,,,PL,48,01/05/1971,SX,67000,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500770000,BU,LAND,79,01/08/1980,ME,SHARK,70,01/07/1979,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,1,01/07/1986,PLI,1000,NA,NA,,,,,,,,,,,,,,,,,,,PL,50,01/06/1980,PLI,64000,NA,NA,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500750000,ME,SHARK,27,01/01/1980,BU,LAND,41,01/05/1980,2,MA,LAYOT,40.6,31/10/2019,ME,MDOWN,34.4,04/03/2020,,,,,,,,,,,,,PL,34,01/06/1982,SX,53000,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500740000,ME,SHARK,71,01/09/1983,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,67,01/05/1984,PLI,67000,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500730000,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,1,01/06/1981,LA,1000,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500720000,BU,BROAD,53,01/10/1985,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,49,01/06/1987,PLI,58000,SX,0,,,,,,,,,,,,,,,,,,,FP,37,01/05/1991,PLI,43000,NA,NA,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500710000,ME,SHARK,50,01/09/1983,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,54,01/05/1984,PLI,64000,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500700000,ME,SHARK,35,01/07/1980,BU,PBURN,13,01/09/1980,3,BU,LAND,60,01/09/1980,NA,NA,NA,NA,,,,,,,,,,,,,PL,58,01/06/1982,SX,86000,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500690000,ME,LRIP,65,01/09/1981,ME,SHARK,65,01/10/1982,3,BU,SPOT,65,65,01/09/1982,NA,NA,NA,,,,,,,,,,,,,PL,70,01/05/1984,PLI,70000,NA,NA,,,,,,,,,,,,,,,,,,,PL,58,01/06/1990,PLI,13000,SX,0,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500680000,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500670000,ME,CHAIN,11,01/10/1978,BU,SPOT,73,01/09/1978,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,105,01/06/1980,PLI,124000,SX,0,,,,,,,,,,,,,,,,,,,PL,5,01/06/1985,PLI,3000,SX,0,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500660000,BU,LAND,75,01/09/1980,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,65,01/05/1985,PLI,45000,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500650000,BU,SPOT,22,01/09/1978,ME,CHAIN,22,01/09/1978,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,47,01/05/1983,PLI,78000,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500640000,ME,TRAIL,16,01/11/1985,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,18,01/06/1986,SX,20000,PLI,0,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500630000,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500120000,ME,CHAIN,9,01/07/1984,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,11,01/06/1991,PLI,13000,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500110000,ME,CHAIN,5,01/07/1984,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,5,01/06/1991,PLI,6000,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500100000,BU,BROAD,32,01/09/1983,ME,TRAIL,7,01/10/1990,4,BU,BROAD,21,01/09/1987,ME,PATCH,0.9,01/05/1993,,,,,,,,,,,,,FP,9.9,27/05/1993,PLI,10000,NA,NA,,,,,,,,,,,,,,,,,,,FP,7,01/05/1991,SX,3000,NA,NA,,,,,,,,,,,,,,,,,4,PL,CTAIN,24,01/06/1989,SX,25000,PLI,0,,,,,,,,,,,,,,,,,PL,CTAIN,32,01/05/1984,SX,44000,PLI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-491680000,ME,WINDR,7,01/11/1987,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,8,01/06/1990,PLI,14000,SX,0,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-491640000,BU,BROAD,72,01/09/1971,BU,SPOT,7,01/08/1973,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,67,01/05/1973,PLI,89000,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-491630000,ME,CHAIN,85,01/01/1970,ME,TRAIL,13,01/09/1991,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,FP,14,01/06/1992,PLI,12000,SX,0,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-491620000,BU,BROAD,52,01/09/1971,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,FP,3,01/06/1992,PLI,4000,NA,NA,,,,,,,,,,,,,,,,,,,PL,31,01/01/1973,SX,22000,NA,NA,,,,,,,,,,,,,,,,,4,PL,CTAIN,24,01/01/1976,PLI,30000,SX,0,,,,,,,,,,,,,,,,,PL,CTAIN,31,01/01/1973,PLI,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-491600000,BU,BROAD,81,01/10/1970,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,45,01/06/1973,PLI,68000,NA,NA,,,,,,,,,,,,,,,,,,,FP,10.4,19/06/2009,SX,2340,SX,12640,FDI,100,BL,230,,,,,,,,,,,,,3,FP,CTAIN,5.3,18/06/2010,SX,10510,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-491590000,BU,BROAD,73,01/09/1970,BU,SPOT,10,01/07/1972,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,58,01/06/1971,PLI,56000,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-491580000,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,FP,4,01/06/1991,PLI,5000,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-491570000,ME,MOUND,1,01/08/1991,BU,BROAD,62,01/09/1970,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,FP,4,01/06/1992,PLI,2000,NA,NA,,,,,,,,,,,,,,,,,,,PL,35,01/05/1973,PLI,52000,NA,NA,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-491560000,ME,CHAIN,53,01/05/1970,BU,BROAD,89,01/10/1970,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,70,01/05/1972,PLI,82000,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-491550000,ME,CHAIN,104,01/06/1970,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-491540000,ME,TRAIL,7,01/10/1989,ME,TRAIL,3,01/10/1989,3,BU,BROAD,115,01/09/1971,NA,NA,NA,NA,,,,,,,,,,,,,PL,3,01/06/1990,PLI,5000,NA,NA,,,,,,,,,,,,,,,,,,,PL,115,01/06/1972,PLI,122000,NA,NA,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-491530000,BU,BROAD,75,01/09/1970,ME,CHAIN,48,01/07/1970,3,ME,TRAIL,8,01/10/1989,NA,NA,NA,NA,,,,,,,,,,,,,PL,74,01/06/1972,PLI,85000,NA,NA,,,,,,,,,,,,,,,,,,,PL,7,01/06/1990,PLI,10000,NA,NA,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-491520000,ME,TRAIL,19,01/10/1989,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,18,01/06/1990,PLI,27000,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3790,GS,ROADS,0.6,30/05/1996,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,0.6,08/07/1997,PLI,720,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,GS,ROADS,0.1,30/05/1996,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,1.2,18/06/1997,PLI,1640,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3794,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3795,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,0.7,18/06/1997,PLI,1040,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,ME,PILE,1.5,06/09/1996,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,FP,2,15/06/2004,SX,2020,NA,NA,,,,,,,,,,,,,,,,,,,PL,1.5,26/06/1997,PLI,2160,NA,NA,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3797,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,1.4,26/06/1997,PLI,1800,NA,NA,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3851,ME,PILE,2.6,06/09/1996,GS,ROADS,0.1,30/05/1996,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,2.6,26/06/1997,PLI,1920,SX,1800,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3917,ME,PILE,1.3,06/09/1996,GS,ROADS,0.1,30/05/1996,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,1.3,26/06/1997,PLI,1360,SX,150,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3922,ME,DISC,0.9,24/10/1996,GS,ROADS,0.9,30/05/1996,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,0.9,26/06/1997,PLI,920,SX,300,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15614,BU,BROAD,50.1,01/10/1988,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,27.1,01/06/1989,PLI,39100,NA,NA,,,,,,,,,,,,,,,,,,,PL,23,01/08/1990,SX,29200,NA,NA,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15637,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,0.6,24/07/2004,SX,740,NA,NA,,,,,,,,,,,,,,,,,,,PL,29.5,01/06/1998,PLI,38100,SX,700,SX,3200,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15638,ME,MOUND,4.7,01/09/1997,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,40.4,01/06/1998,PLI,30900,SX,6600,SX,14400,PLI,15900,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15639,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,RP,1.6,01/07/2000,SX,1640,NA,NA,,,,,,,,,,,,,,,,,,,PL,36.8,01/06/1997,PLI,56600,SX,3800,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15683,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,35.9,01/05/1999,SX,7200,SX,15250,PLI,23600,PLI,7600,,,,,,,,,,,,,,,PL,16.8,01/05/1999,PLI,23000,PLI,2140,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15684,ME,MOUND,13.9,01/09/1997,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,PL,27.5,01/07/1998,SX,2100,PLI,41300,SX,7500,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
