"OPENING_ID","PlantAge","Reburn","High","Low","Medium","Unburned","DecVRICov","ConVRICov","PineVRICov","FirVRICov","SpruVRICov","DFirVRICov","CanopCloVRI","AgeVRI","HeightVRI","BA_VRI","Mn_dNBR","Spaced","Brushed","SitePrepped","Fertil","Prune","Planted","NumDenuda","HarvType","SurIM-75Con","SurIM-Con","SurM-50_50","SurM-Con","SurY-Con","SurCrClos","SurBA","SurM-75Pine","SurM-PineMix","Sur-Low","Sur-Medium","Sur-Unburned","sur_dNBR","Sur-AgeCl-1","SurNA-NF","SurM-Pine","SurM-75Con","Sur-High","Sur-AgeCl-2","SurIM-50_50","TotArea","Md_DOB","DEM_Slop","DEM_Asp","DEM_tpi","DEM_hli"
1585755,3,0,0,0.222461689672942,0.125621977721064,0.651916332605994,1.15384615384615,91.1538461538462,54.6153846153846,4.23076923076923,44.8461538461538,0,20.3846153846154,95.3846153846154,14.1538461538462,9.45647853846154,0.439561635255814,0,0,0,0,0,1,2,"CC",NA,0.105215939308971,NA,0.582148790187987,0.293776774269813,21.7,21.7,0.238885689923818,0.150334484785118,0.397008231725546,0.0960472766349668,0.506944491639487,0.474383309483528,0.793911348767445,0.0188584962332292,0.19292861547905,NA,NA,NA,NA,1125954.36874868,225,0.149961251601969,1.34561452112175,287.690806858462,0.506944742139967
1667299,1,0,0,0.087067186937024,0.00302232950225148,0.909910483560725,10.4,89.6,15.6,0,74,0,21.6,153,27.16,13.8561158,0.560184478759766,0,0,0,0,0,1,1,"CC",NA,NA,NA,0.802917012676623,NA,16.75,16.75,NA,0.891271993153275,0.526545221375381,0.298743214872718,0.174711563751902,0.381270185112953,NA,0.0762589637721337,0.030579789422977,0.120824023551243,NA,NA,NA,284374.196628738,226,0.10801885454585,1.80358451920291,272.459947374132,0.525130915834058
1667423,2,0,0,0.313982147874733,0.0770531447403801,0.608964707384887,0,100,41.6666666666667,0,78.3333333333333,0,12.3333333333333,102.666666666667,17.6333333333333,4.46635333333333,0.360559552907944,0,0,1,0,0,0,1,"CC",NA,NA,NA,0.598498016790676,0.0597049132400641,7.4,7.4,NA,0.598498016790676,0.386641656558127,0.0410650065441263,0.572293336897747,0.292040884494781,0.290817313725481,0.34179706996926,NA,NA,NA,NA,NA,73622.2045446723,225,0.117732527113899,1.46868927999871,244.164004478926,0.528809868627124
1667426,2,0,0,0.114866669898871,0,0.885133330101129,0,100,52,0,48,0,20.6666666666667,141.666666666667,22.1666666666667,14.8866466666667,0.312000826001167,0,0,1,0,0,0,1,"CC",NA,0.340406059613776,NA,0.659593940386224,NA,17.5,17.5,0.434416577595831,0.225177362790393,0.0938649394942471,NA,0.906135060505753,0.103464428335428,0.357985029963049,NA,NA,NA,NA,NA,NA,60838.9516183945,225,0.120043435845421,1.33537866080102,244.712033589681,0.520834562679132
1667434,2,0,0,0.0761648098699837,0.00636582682188791,0.917469363308128,4,96,54,0,42,0,26.6666666666667,142,21.8333333333333,16.158033,0.412107154726982,0,0,1,0,0,0,1,"CC",NA,NA,NA,1,NA,26.8,26.8,0.233868083573547,0.130747927721799,0.114503226728908,0.0305064033887395,0.854990369882352,0.280211091041565,0.571037377873651,NA,0.635383988704655,NA,NA,NA,NA,115948.930038308,225,0.104445386283959,1.51910950805132,256.559325232873,0.522621555741017
1667436,2,0,0,0.463840200355541,0.00649754518507661,0.529662254459382,4,96,62.6666666666667,0,33.3333333333333,0,24.3333333333333,130,21.2333333333333,14.1968496666667,0.435026571154594,0,0,1,0,0,0,1,"CC",NA,NA,NA,1,NA,18,18,NA,0.318230858774189,0.200577473614508,0.0363292734095145,0.763093252975978,0.224560871720314,0.420080433158378,NA,0.681769141225811,NA,NA,NA,NA,139342.938177738,225,0.0960904962052346,2.04719009185646,254.221986871017,0.544928869918773
1667439,2,0,0,0.17136917987085,0,0.82863082012915,7.42857142857143,78.2857142857143,16.1428571428571,0,62.1428571428571,0,15.8571428571429,122.857142857143,20.1714285714286,10.5149357142857,0.305438756942749,0,0,1,0,0,0,1,"CC",NA,NA,NA,0.585256529509019,NA,16.4,16.4,0.110893748494219,0.702660662997331,0.232000419600383,0.037877041197843,0.730122539201774,0.197408981621265,0.162395359755008,0.11876158914034,0.0676839993681108,0.295981881350642,NA,NA,NA,158713.519293049,225,0.0896508189272031,2.90174161384725,247.7577061147,0.564074804163512
1667440,2,0,0,0.285797882647607,0,0.714202117352392,3,97,65.5,0,31.5,0,22.75,140.25,21.275,13.68535975,0.398828834295273,0,0,1,0,0,0,1,"CC",NA,NA,NA,0.972184835034071,NA,20.1666666666667,20.1666666666667,0.0964418767779141,0.277906853451604,0.40108471045984,0.0271523727819959,0.571762916758164,0.285886645317078,0.420317636723405,NA,0.625651269770482,0.0278151649659286,NA,NA,NA,289801.804722251,225,0.0831004724300199,2.3680821153679,256.222561520357,0.564817026022481
1667442,2,0,0,0.288671274571894,0.108235363140245,0.603093362287862,0,80,41.8,0,50.2,0,11.8,80.6,13.92,4.505204,0.418283998966217,0,0,1,0,0,0,1,"CC",NA,0.0843270119726865,NA,0.684782747188054,0.0906292345558,8.42857142857143,8.42857142857143,NA,0.684782747188054,0.370373332373727,0.102274002253534,0.527352665372739,0.300099223852158,0.191987089591571,0.140261006283459,NA,NA,NA,NA,NA,163177.945720329,225,0.0970283043374611,3.46962047184116,244.903038796414,0.62390411301945
1683860,1,0,0,0.152251481965994,0.0401571860084258,0.80759133202558,6.53846153846154,85.7692307692308,41,4.15384615384615,44.4615384615385,0,25.2307692307692,126.307692307692,18.5076923076923,13.0537061538462,0.408957630395889,0,0,1,0,0,0,1,"CC",NA,NA,NA,0.881992530490722,0.019469977971774,28.5333333333333,28.5333333333333,NA,0.692967454018362,0.429297994019778,0.162612372502768,0.408089633477453,0.489628031849861,0.16292332131449,0.0315172173032958,0.18902507647236,NA,NA,NA,0.0670202742342078,882287.822999412,225,0.101615035905475,1.82577670479446,274.382660069254,0.535011121682846
1684764,1,0,0,0.0861172212491153,0.0460714751473057,0.867811303603579,0,80,58.1,0,12.9,9,11.7,98.9,18.07,8.56185,0.271935850381851,0,0,1,0,0,0,1,"CC",NA,0.408999513239489,NA,0.506334995433193,NA,12.2307692307692,12.2307692307692,0.0583289310679647,0.110684395363001,0.399818520234817,0.305270796614787,0.294910683150396,0.314901530742645,NA,0.0846654913273172,0.337321669002228,NA,NA,NA,NA,696841.644380625,235,0.0839025054676327,2.50582701810881,224.387536809135,0.559265014640174
