"OPENING_ID","BroadBurn","DebrisBurn","DebrisMade","DebrisPiled","Soil","WildBurn","FireID"
14704,0,0,0,0,0,0,"R11796"
14705,0,0,0,0,0,0,"R11796"
14706,0,0,0,0,0,0,"R11796"
14707,0,0,0,0,0,0,"R11796"
14711,0,0,0,0,0,0,"R11796"
14712,0,0,0,0,0,0,"R11796"
14713,0,0,0,0,0,0,"R11796"
14720,0,0,0,0,0,0,"R11796"
14721,0,0,0,0,0,0,"R11796"
14722,0,0,0,0,0,0,"R11796"
14723,0,0,0,0,0,0,"R11796"
14724,0,0,0,0,0,0,"R11796"
14726,0,0,0,0,0,0,"R11796"
14731,0,0,0,0,0,0,"R11796"
14732,0,0,0,0,0,0,"R11796"
14733,0,0,0,0,0,0,"R11796"
14734,0,0,0,0,0,0,"R11796"
15614,0,0,0,0,0,0,"R21721"
15637,0,0,0,0,0,0,"R21721"
15638,0,0,0,0,0,0,"R21721"
15639,0,0,0,0,0,0,"R21721"
15683,0,0,0,0,0,0,"R21721"
15684,0,0,0,0,0,0,"R21721"
15685,0,0,0,0,0,0,"R21721"
15700,0,0,0,0,0,0,"R21721"
15701,0,0,0,0,0,0,"R21721"
15702,0,0,0,0,0,0,"R21721"
15703,0,0,0,0,0,0,"R21721"
15704,0,0,0,0,0,0,"R21721"
15715,0,0,0,0,0,0,"R21721"
15716,0,0,0,0,0,0,"R21721"
15724,0,0,0,0,0,0,"R21721"
15727,0,0,0,0,0,0,"R21721"
15728,0,0,0,0,0,0,"R21721"
15729,0,0,0,0,0,0,"R21721"
15730,0,0,0,0,0,0,"R21721"
15734,0,0,0,0,0,0,"R21721"
15735,0,0,0,0,0,0,"R21721"
15745,0,0,0,0,0,0,"R21721"
15746,0,0,0,0,0,0,"R21721"
15751,0,0,0,0,0,0,"R21721"
15752,0,0,0,0,0,0,"R21721"
15754,0,0,0,0,0,0,"R21721"
15755,0,0,0,0,0,0,"R21721"
15756,0,0,0,0,0,0,"R21721"
15757,0,0,0,0,0,0,"R21721"
15758,0,0,0,0,0,0,"R21721"
15759,0,0,0,0,0,0,"R21721"
15760,0,0,0,0,0,0,"R21721"
15761,0,0,0,0,0,0,"R21721"
15762,0,0,0,0,0,0,"R21721"
15763,0,0,0,0,0,0,"R21721"
15764,0,0,0,0,0,0,"R21721"
15765,0,0,0,0,0,0,"R21721"
15766,0,0,0,0,0,0,"R21721"
15767,0,0,0,0,0,0,"R21721"
15768,0,0,0,0,0,0,"R21721"
15769,0,0,0,0,0,0,"R21721"
15785,0,0,0,0,0,0,"R21721"
15786,0,0,0,0,0,0,"R21721"
15787,0,0,0,0,0,0,"R21721"
15788,0,0,0,0,0,0,"R21721"
15789,0,0,0,0,0,0,"R21721"
15790,0,0,0,0,0,0,"R21721"
15791,0,0,0,0,0,0,"R21721"
15792,0,0,0,0,0,0,"R21721"
15793,0,0,0,0,0,0,"R21721"
15794,0,0,0,0,0,0,"R21721"
15797,0,0,0,0,0,0,"R21721"
15798,0,0,0,0,0,0,"R21721"
15799,0,0,0,0,0,0,"R21721"
16110,0,0,0,0,0,0,"R21721"
16124,0,0,0,0,0,0,"R21721"
29268,0,0,0,0,0,0,"C10970"
29270,0,0,0,0,0,0,"C10970"
29271,0,0,0,0,0,0,"C10970"
29272,0,0,0,0,0,0,"C10970"
29292,0,0,0,0,0,0,"G41607"
29293,0,0,0,0,0,0,"G41607"
29294,0,0,0,0,0,0,"G41607"
29304,0,0,0,0,0,0,"G41607"
29305,0,0,0,0,0,0,"G41607"
29306,0,0,0,0,0,0,"G41607"
29307,0,0,0,0,0,0,"G41607"
29309,0,0,0,0,0,0,"G41607"
29310,0,0,0,0,0,0,"G41607"
29321,0,0,0,0,0,0,"G41607"
31490,0,0,0,0,0,0,"R21721"
31496,0,0,0,0,0,0,"R21721"
31497,0,0,0,0,0,0,"R21721"
31980,0,0,0,0,0,0,"R21721"
31981,0,0,0,0,0,0,"R21721"
31985,0,0,0,0,0,0,"R21721"
35019,0,0,0,0,0,0,"R21721"
35029,0,0,0,0,0,0,"R21721"
35334,0,0,0,0,0,0,"R11498"
35604,0,0,0,0,0,0,"R21721"
36046,0,0,0,0,0,0,"R11498"
43486,0,0,0,0,0,0,"R21721"
43509,0,0,0,0,0,0,"R11921"
43610,0,0,0,0,0,0,"G41607"
43624,0,0,0,0,0,0,"R11921"
43648,0,0,0,0,0,0,"R11921"
43704,0,0,0,0,0,0,"R21721"
43715,0,0,0,0,0,0,"R21721"
43724,0,0,0,0,0,0,"R11498"
43727,0,0,0,0,0,0,"R11498"
43729,0,0,0,0,0,0,"R11498"
43730,0,0,0,0,0,0,"R11796"
43731,0,0,0,0,0,0,"R11498"
43776,0,0,0,0,0,0,"R11921"
43777,0,0,0,0,0,0,"R11921"
43916,0,0,0,0,0,0,"R11921"
44266,0,0,0,0,0,0,"R21721"
44334,0,0,0,0,0,0,"R21721"
45219,0,0,0,0,0,0,"R21721"
45844,0,0,0,0,0,0,"G41607"
45848,0,0,0,0,0,0,"G41607"
49561,0,0,0,0,0,0,"R21721"
49701,0,0,0,0,0,0,"R11921"
49839,0,0,0,0,0,0,"R21721"
52431,0,0,0,0,0,0,"R11796"
52651,0,0,0,0,0,0,"R11796"
52767,0,0,0,0,0,0,"R11796"
52788,0,0,0,0,0,0,"R21721"
52797,0,0,0,0,0,0,"R11796"
52824,0,0,0,0,0,0,"R11796"
52965,0,0,0,0,0,0,"R11796"
53217,0,0,0,0,0,0,"R11921"
53219,0,0,0,0,0,0,"R11921"
53260,0,0,0,0,0,0,"R11498"
53367,0,0,0,0,0,0,"G41607"
53369,0,0,0,0,0,0,"G41607"
53370,0,0,0,0,0,0,"G41607"
53513,0,0,0,0,0,0,"R21721"
53515,0,0,0,0,0,0,"R21721"
54109,0,0,0,0,0,0,"R11796"
54408,0,0,0,0,0,0,"R21721"
54936,0,0,0,0,0,0,"R21721"
54944,0,0,0,0,0,0,"R21721"
54945,0,0,0,0,0,0,"R21721"
55067,0,0,0,0,0,0,"R21721"
55397,0,0,0,0,0,0,"R11796"
55407,0,0,0,0,0,0,"R11796"
55409,0,0,0,0,0,0,"R11796"
55411,0,0,0,0,0,0,"R11796"
56673,0,0,0,0,0,0,"R11498"
56674,0,0,0,0,0,0,"R11498"
56676,0,0,0,0,0,0,"R11498"
56678,0,0,0,0,0,0,"R11498"
56680,0,0,0,0,0,0,"R11498"
56684,0,0,0,0,0,0,"R11498"
56702,0,0,0,0,0,0,"G41607"
56793,0,0,0,0,0,0,"R11921"
57085,0,0,0,0,0,0,"R21721"
59640,0,0,0,0,0,0,"R21721"
59773,0,0,0,0,0,0,"R11498"
59924,0,0,0,0,0,0,"R11498"
60085,0,0,0,0,0,0,"R11796"
60089,0,0,0,0,0,0,"R11796"
60091,0,0,0,0,0,0,"R11796"
60094,0,0,0,0,0,0,"R11796"
60499,0,0,0,0,0,0,"R21721"
61425,0,0,0,0,0,0,"R21721"
61426,0,0,0,0,0,0,"R21721"
61428,0,0,0,0,0,0,"R21721"
61500,0,0,0,0,0,0,"R21721"
62293,0,0,0,0,0,0,"R21721"
62812,0,0,0,0,0,0,"G41607"
62820,0,0,0,0,0,0,"G41607"
62821,0,0,0,0,0,0,"G41607"
62823,0,0,0,0,0,0,"G41607"
62826,0,0,0,0,0,0,"R21721"
63067,0,0,0,0,0,0,"G41607"
63108,0,0,0,0,0,0,"G41607"
63113,0,0,0,0,0,0,"G41607"
65006,0,0,0,0,0,0,"R11796"
65007,0,0,0,0,0,0,"R11796"
66499,0,0,0,0,0,0,"R21721"
67174,0,0,0,0,0,0,"R21721"
67175,0,0,0,0,0,0,"R21721"
68364,0,0,0,0,0,0,"G41607"
68374,0,0,0,0,0,0,"G41607"
69160,0,0,0,0,0,0,"R21721"
69229,0,0,0,0,0,0,"R21721"
69907,0,0,0,0,0,0,"R11921"
70769,0,0,0,0,0,0,"R11921"
70853,0,0,0,0,0,0,"R11796"
71513,0,0,0,0,0,0,"R11796"
71556,0,0,0,0,0,0,"R21721"
72415,0,0,0,0,0,0,"R11796"
72965,0,0,0,0,0,0,"R11498"
75012,0,0,0,0,0,0,"R11796"
75013,0,0,0,0,0,0,"R11796"
75052,0,0,0,0,0,0,"R11796"
75054,0,0,0,0,0,0,"R11796"
75056,0,0,0,0,0,0,"R11796"
75161,0,0,0,0,0,0,"R21721"
75538,0,0,0,0,0,0,"C10970"
75542,0,0,0,0,0,0,"C10970"
75545,0,0,0,0,0,0,"C10970"
75548,0,0,0,0,0,0,"C10970"
75549,0,0,0,0,0,0,"C10970"
75593,0,0,0,0,0,0,"G41607"
75594,0,0,0,0,0,0,"G41607"
75595,0,0,0,0,0,0,"G41607"
75598,0,0,0,0,0,0,"R11498"
75601,0,0,0,0,0,0,"R11498"
75603,0,0,0,0,0,0,"R11498"
75604,0,0,0,0,0,0,"R11498"
75605,0,0,0,0,0,0,"R11498"
76071,0,0,0,0,0,0,"R11796"
76595,0,0,0,0,0,0,"R11796"
77449,0,0,0,0,0,0,"R11796"
77468,0,0,0,0,0,0,"R11796"
77471,0,0,0,0,0,0,"R11796"
77472,0,0,0,0,0,0,"R11796"
77473,0,0,0,0,0,0,"R11796"
78683,0,0,0,0,0,0,"R11796"
79085,0,0,0,0,0,0,"R11498"
79086,0,0,0,0,0,0,"R11498"
79090,0,0,0,0,0,0,"R11498"
79091,0,0,0,0,0,0,"R11498"
79092,0,0,0,0,0,0,"R11498"
79093,0,0,0,0,0,0,"R11498"
79683,0,0,0,0,0,0,"G41607"
79684,0,0,0,0,0,0,"G41607"
79877,0,0,0,0,0,0,"R11498"
81615,0,0,0,0,0,0,"R11498"
81851,0,0,0,0,0,0,"R11498"
81927,0,0,0,0,0,0,"G41607"
81928,0,0,0,0,0,0,"G41607"
81929,0,0,0,0,0,0,"G41607"
82041,0,0,0,0,0,0,"R11796"
82042,0,0,0,0,0,0,"R11796"
82044,0,0,0,0,0,0,"R11796"
82045,0,0,0,0,0,0,"R11796"
82459,0,0,0,0,0,0,"R21721"
82612,0,0,0,0,0,0,"R11796"
84778,0,0,0,0,0,0,"R11796"
85334,0,0,0,0,0,0,"G41607"
85335,0,0,0,0,0,0,"G41607"
85356,0,0,0,0,0,0,"G41607"
85977,0,0,0,0,0,0,"R11498"
85979,0,0,0,0,0,0,"R11498"
85986,0,0,0,0,0,0,"R21721"
86678,0,0,0,0,0,0,"R21721"
86791,0,0,0,0,0,0,"R21721"
86835,0,0,0,0,0,0,"R21721"
86848,0,0,0,0,0,0,"R21721"
87046,0,0,0,0,0,0,"R21721"
87593,0,0,0,0,0,0,"R21721"
87611,0,0,0,0,0,0,"R21721"
87616,0,0,0,0,0,0,"R21721"
87617,0,0,0,0,0,0,"R21721"
88549,0,0,0,0,0,0,"R11796"
88639,0,0,0,0,0,0,"R11498"
88642,0,0,0,0,0,0,"R11498"
88991,0,0,0,0,0,0,"R11498"
88992,0,0,0,0,0,0,"R11498"
89490,0,0,0,0,0,0,"R21721"
89764,0,0,0,0,0,0,"R11498"
89823,0,0,0,0,0,0,"R21721"
90246,0,0,0,0,0,0,"R11498"
90264,0,0,0,0,0,0,"R11498"
90271,0,0,0,0,0,0,"R11498"
90281,0,0,0,0,0,0,"R11498"
90582,0,0,0,0,0,0,"R11498"
94039,0,0,0,0,0,0,"R21721"
94109,0,0,0,0,0,0,"R11498"
94110,0,0,0,0,0,0,"R11498"
94111,0,0,0,0,0,0,"R11498"
94113,0,0,0,0,0,0,"R11498"
94115,0,0,0,0,0,0,"R11498"
95008,0,0,0,0,0,0,"R11498"
95219,0,0,0,0,0,0,"R11498"
96058,0,0,0,0,0,0,"R11498"
97139,0,0,0,0,0,0,"R11796"
97469,0,0,0,0,0,0,"R21721"
97475,0,0,0,0,0,0,"R21721"
97825,0,0,0,0,0,0,"R11796"
97934,0,0,0,0,0,0,"R11796"
97959,0,0,0,0,0,0,"R21721"
97971,0,0,0,0,0,0,"R21721"
98140,0,0,0,0,0,0,"R11796"
98551,0,0,0,0,0,0,"R11921"
98569,0,0,0,0,0,0,"R11921"
98699,0,0,0,0,0,0,"R11921"
98992,0,0,0,0,0,0,"R11498"
101316,0,0,0,0,0,0,"G41607"
101735,0,0,0,0,0,0,"R11498"
101740,0,0,0,0,0,0,"R11498"
101958,0,0,0,0,0,0,"R11498"
101960,0,0,0,0,0,0,"R11498"
101963,0,0,0,0,0,0,"R11498"
102016,0,0,0,0,0,0,"R11498"
102030,0,0,0,0,0,0,"R11498"
102033,0,0,0,0,0,0,"R11498"
102478,0,0,0,0,0,0,"R21721"
102831,0,0,0,0,0,0,"R21721"
103285,0,0,0,0,0,0,"G41607"
103555,0,0,0,0,0,0,"R11796"
103813,0,0,0,0,0,0,"G41607"
103825,0,0,0,0,0,0,"G41607"
103830,0,0,0,0,0,0,"G41607"
103859,0,0,0,0,0,0,"R21721"
103869,0,0,0,0,0,0,"G41607"
103870,0,0,0,0,0,0,"G41607"
104793,0,0,0,0,0,0,"R11498"
104798,0,0,0,0,0,0,"R11498"
104801,0,0,0,0,0,0,"R11498"
104818,0,0,0,0,0,0,"R11796"
104821,0,0,0,0,0,0,"R11796"
104823,0,0,0,0,0,0,"R11796"
104824,0,0,0,0,0,0,"R11796"
104925,0,0,0,0,0,0,"R11796"
105184,0,0,0,0,0,0,"R11796"
105285,0,0,0,0,0,0,"R11498"
105339,0,0,0,0,0,0,"R11921"
106197,0,0,0,0,0,0,"R21721"
106198,0,0,0,0,0,0,"R21721"
106919,0,0,0,0,0,0,"R21721"
106926,0,0,0,0,0,0,"R21721"
106928,0,0,0,0,0,0,"R21721"
106930,0,0,0,0,0,0,"R21721"
106932,0,0,0,0,0,0,"R21721"
106994,0,0,0,0,0,0,"R11796"
107003,0,0,0,0,0,0,"R11796"
107009,0,0,0,0,0,0,"R11796"
107048,0,0,0,0,0,0,"R21721"
107052,0,0,0,0,0,0,"R21721"
107277,0,0,0,0,0,0,"R11796"
107279,0,0,0,0,0,0,"R11796"
107281,0,0,0,0,0,0,"R11796"
107375,0,0,0,0,0,0,"R11796"
107377,0,0,0,0,0,0,"R11796"
107380,0,0,0,0,0,0,"R21721"
107383,0,0,0,0,0,0,"R21721"
107387,0,0,0,0,0,0,"R11796"
107388,0,0,0,0,0,0,"R11796"
107390,0,0,0,0,0,0,"R11796"
107392,0,0,0,0,0,0,"R11796"
107400,0,0,0,0,0,0,"R11796"
107593,0,0,0,0,0,0,"R11921"
107967,0,0,0,0,0,0,"R11796"
107968,0,0,0,0,0,0,"R11796"
108518,0,0,0,0,0,0,"C10970"
109953,0,0,0,0,0,0,"R11796"
109955,0,0,0,0,0,0,"R11796"
109956,0,0,0,0,0,0,"R11796"
109957,0,0,0,0,0,0,"R11796"
109958,0,0,0,0,0,0,"R11796"
110204,0,0,0,0,0,0,"R11498"
110504,0,0,0,0,0,0,"R21721"
111940,0,0,0,0,0,0,"R21721"
111943,0,0,0,0,0,0,"R21721"
112176,0,0,0,0,0,0,"R21721"
113153,0,0,0,0,0,0,"R11796"
113223,0,0,0,0,0,0,"R11796"
113224,0,0,0,0,0,0,"R11796"
113225,0,0,0,0,0,0,"R11796"
113347,0,0,0,0,0,0,"R21721"
113349,0,0,0,0,0,0,"R21721"
113350,0,0,0,0,0,0,"R21721"
114613,0,0,0,0,0,0,"R11796"
114614,0,0,0,0,0,0,"R11796"
115305,0,0,0,0,0,0,"R21721"
115361,0,0,0,0,0,0,"R11921"
115363,0,0,0,0,0,0,"R11921"
115690,0,0,0,0,0,0,"R11796"
115693,0,0,0,0,0,0,"R11796"
115695,0,0,0,0,0,0,"R11796"
115696,0,0,0,0,0,0,"R11796"
115697,0,0,0,0,0,0,"R11796"
115698,0,0,0,0,0,0,"R11796"
115699,0,0,0,0,0,0,"R11796"
115756,0,0,0,0,0,0,"R11796"
116139,0,0,0,0,0,0,"R11498"
116149,0,0,0,0,0,0,"R11498"
116152,0,0,0,0,0,0,"R11498"
116168,0,0,0,0,0,0,"R11921"
116169,0,0,0,0,0,0,"R11921"
116170,0,0,0,0,0,0,"R11921"
116272,0,0,0,0,0,0,"R11921"
116335,0,0,0,0,0,0,"R11921"
116366,0,0,0,0,0,0,"R11498"
116374,0,0,0,0,0,0,"R11796"
116375,0,0,0,0,0,0,"R11796"
116378,0,0,0,0,0,0,"R11796"
116381,0,0,0,0,0,0,"R11796"
116391,0,0,0,0,0,0,"R11796"
116641,0,0,0,0,0,0,"R11921"
116650,0,0,0,0,0,0,"R11921"
116652,0,0,0,0,0,0,"R11921"
116691,0,0,0,0,0,0,"R11921"
116693,0,0,0,0,0,0,"R11921"
116710,0,0,0,0,0,0,"R21721"
116711,0,0,0,0,0,0,"R21721"
116712,0,0,0,0,0,0,"R21721"
116713,0,0,0,0,0,0,"R21721"
116714,0,0,0,0,0,0,"R21721"
116716,0,0,0,0,0,0,"R21721"
117303,0,0,0,0,0,0,"C10970"
117779,0,0,0,0,0,0,"R11921"
118468,0,0,0,0,0,0,"R11796"
118470,0,0,0,0,0,0,"R11796"
118471,0,0,0,0,0,0,"R11796"
118509,0,0,0,0,0,0,"R11498"
118510,0,0,0,0,0,0,"R11498"
118512,0,0,0,0,0,0,"R11498"
118513,0,0,0,0,0,0,"R11498"
118706,0,0,0,0,0,0,"R11796"
118712,0,0,0,0,0,0,"R11796"
118714,0,0,0,0,0,0,"R11796"
118715,0,0,0,0,0,0,"R11796"
118717,0,0,0,0,0,0,"R11796"
118719,0,0,0,0,0,0,"R11796"
118725,0,0,0,0,0,0,"R11796"
118726,0,0,0,0,0,0,"R11796"
118730,0,0,0,0,0,0,"R11796"
118736,0,0,0,0,0,0,"R11796"
118737,0,0,0,0,0,0,"R11796"
118738,0,0,0,0,0,0,"R11796"
118745,0,0,0,0,0,0,"R11796"
118750,0,0,0,0,0,0,"R11796"
118757,0,0,0,0,0,0,"R11796"
118764,0,0,0,0,0,0,"R11796"
118853,0,0,0,0,0,0,"R11796"
118859,0,0,0,0,0,0,"R11796"
118865,0,0,0,0,0,0,"R11796"
118936,0,0,0,0,0,0,"R11796"
119149,0,0,0,0,0,0,"R11796"
119150,0,0,0,0,0,0,"R11796"
119151,0,0,0,0,0,0,"R11796"
119152,0,0,0,0,0,0,"R11796"
119153,0,0,0,0,0,0,"R11796"
119154,0,0,0,0,0,0,"R11796"
119155,0,0,0,0,0,0,"R11796"
119156,0,0,0,0,0,0,"R11796"
119157,0,0,0,0,0,0,"R11796"
119162,0,0,0,0,0,0,"R11796"
119163,0,0,0,0,0,0,"R11796"
119164,0,0,0,0,0,0,"R11796"
119167,0,0,0,0,0,0,"R11796"
119168,0,0,0,0,0,0,"R11796"
119169,0,0,0,0,0,0,"R11796"
119202,0,0,0,0,0,0,"R11498"
119203,0,0,0,0,0,0,"R11498"
119204,0,0,0,0,0,0,"R11498"
119205,0,0,0,0,0,0,"R11498"
119240,0,0,0,0,0,0,"R21721"
119444,0,0,0,0,0,0,"R11796"
119445,0,0,0,0,0,0,"R11796"
119459,0,0,0,0,0,0,"R11796"
119892,0,0,0,0,0,0,"R11796"
119929,0,0,0,0,0,0,"R21721"
122045,0,0,0,0,0,0,"R21721"
122330,0,0,0,0,0,0,"R11796"
122491,0,0,0,0,0,0,"R11921"
122493,0,0,0,0,0,0,"R11921"
1001560,0,0,0,0,0,0,"G41607"
1003443,0,0,0,0,0,0,"G41607"
1003444,0,0,0,0,0,0,"G41607"
1003446,0,0,0,0,0,0,"G41607"
1003453,0,0,0,0,0,0,"G41607"
1003455,0,0,0,0,0,0,"G41607"
1003619,0,0,0,0,0,0,"G41607"
1003620,0,0,0,0,0,0,"G41607"
1003621,0,0,0,0,0,0,"G41607"
1003622,0,0,0,0,0,0,"G41607"
1003660,0,0,0,0,0,0,"G41607"
1003662,0,0,0,0,0,0,"G41607"
1003683,0,0,0,0,0,0,"G41607"
1003942,0,0,0,0,0,0,"G41607"
1003951,0,0,0,0,0,0,"G41607"
1003959,0,0,0,0,0,0,"G41607"
1003960,0,0,0,0,0,0,"G41607"
1003961,0,0,0,0,0,0,"G41607"
1003975,0,0,0,0,0,0,"G41607"
1006575,0,0,0,0,0,0,"R11796"
1006791,0,0,0,0,0,0,"R11796"
1006793,0,0,0,0,0,0,"R11796"
1006803,0,0,0,0,0,0,"R11796"
1006804,0,0,0,0,0,0,"R11796"
1006830,0,0,0,0,0,0,"G41607"
1006831,0,0,0,0,0,0,"G41607"
1006854,0,0,0,0,0,0,"G41607"
1006855,0,0,0,0,0,0,"G41607"
1006856,0,0,0,0,0,0,"G41607"
1006862,0,0,0,0,0,0,"G41607"
1006999,0,0,0,0,0,0,"R11498"
1007001,0,0,0,0,0,0,"R11498"
1007004,0,0,0,0,0,0,"R11498"
1007022,0,0,0,0,0,0,"R11498"
1007023,0,0,0,0,0,0,"R11498"
1007025,0,0,0,0,0,0,"R11498"
1007026,0,0,0,0,0,0,"R11498"
1007029,0,0,0,0,0,0,"R11498"
1007031,0,0,0,0,0,0,"R11498"
1007116,0,0,0,0,0,0,"R11498"
1007117,0,0,0,0,0,0,"R11498"
1007864,0,0,0,0,0,0,"R11498"
1007865,0,0,0,0,0,0,"R11498"
1007868,0,0,0,0,0,0,"R11498"
1007870,0,0,0,0,0,0,"R11498"
1007871,0,0,0,0,0,0,"R11498"
1007873,0,0,0,0,0,0,"R11498"
1007874,0,0,0,0,0,0,"R11498"
1007880,0,0,0,0,0,0,"R11498"
1007888,0,0,0,0,0,0,"R11498"
1007889,0,0,0,0,0,0,"R11498"
1007894,0,0,0,0,0,0,"R11498"
1007909,0,0,0,0,0,0,"R11498"
1007910,0,0,0,0,0,0,"R11498"
1007912,0,0,0,0,0,0,"R11498"
1007913,0,0,0,0,0,0,"R11498"
1007914,0,0,0,0,0,0,"R11498"
1007915,0,0,0,0,0,0,"R11498"
1007943,0,0,0,0,0,0,"R11498"
1007944,0,0,0,0,0,0,"R11498"
1007945,0,0,0,0,0,0,"R11498"
1007946,0,0,0,0,0,0,"R11498"
1008033,0,0,0,0,0,0,"R11796"
1008034,0,0,0,0,0,0,"R11796"
1008035,0,0,0,0,0,0,"R11796"
1008037,0,0,0,0,0,0,"R11796"
1008242,0,0,0,0,0,0,"R11796"
1008243,0,0,0,0,0,0,"R11796"
1008244,0,0,0,0,0,0,"R11796"
1008245,0,0,0,0,0,0,"R11796"
1008246,0,0,0,0,0,0,"R11796"
1008247,0,0,0,0,0,0,"R11796"
1008248,0,0,0,0,0,0,"R11796"
1008249,0,0,0,0,0,0,"R11796"
1008250,0,0,0,0,0,0,"R11796"
1008251,0,0,0,0,0,0,"R11796"
1008252,0,0,0,0,0,0,"R11796"
1008253,0,0,0,0,0,0,"R11796"
1008254,0,0,0,0,0,0,"R11796"
1008256,0,0,0,0,0,0,"R11796"
1008257,0,0,0,0,0,0,"R11796"
1008258,0,0,0,0,0,0,"R11796"
1008259,0,0,0,0,0,0,"R11796"
1008260,0,0,0,0,0,0,"R11796"
1008261,0,0,0,0,0,0,"R11796"
1008262,0,0,0,0,0,0,"R11498"
1008294,0,0,0,0,0,0,"R11796"
1008344,0,0,0,0,0,0,"R11796"
1008348,0,0,0,0,0,0,"R11796"
1008349,0,0,0,0,0,0,"R11796"
1008350,0,0,0,0,0,0,"R11796"
1008353,0,0,0,0,0,0,"R11796"
1008355,0,0,0,0,0,0,"R11796"
1008401,0,0,0,0,0,0,"R11796"
1008480,0,0,0,0,0,0,"R11498"
1008481,0,0,0,0,0,0,"R11498"
1008482,0,0,0,0,0,0,"R11498"
1008483,0,0,0,0,0,0,"R11498"
1008922,0,0,0,0,0,0,"R21721"
1009166,0,0,0,0,0,0,"R11498"
1010011,0,0,0,0,0,0,"R11498"
1010019,0,0,0,0,0,0,"R11796"
1010259,0,0,0,0,0,0,"R11796"
1010505,0,0,0,0,0,0,"R21721"
1010524,0,0,0,0,0,0,"G41607"
1023295,0,0,0,0,0,0,"R11498"
1023296,0,0,0,0,0,0,"R11498"
1047817,0,0,0,0,0,0,"R11498"
1047818,0,0,0,0,0,0,"R11498"
1047819,0,0,0,0,0,0,"R11498"
1049140,0,0,0,0,0,0,"R21721"
1049141,0,0,0,0,0,0,"R21721"
1050560,0,0,0,0,0,0,"R21721"
1050561,0,0,0,0,0,0,"R21721"
1050675,0,0,0,0,0,0,"R21721"
1050685,0,0,0,0,0,0,"R21721"
1050686,0,0,0,0,0,0,"R21721"
1050687,0,0,0,0,0,0,"R21721"
1050688,0,0,0,0,0,0,"R21721"
1050689,0,0,0,0,0,0,"R21721"
1050690,0,0,0,0,0,0,"R21721"
1050691,0,0,0,0,0,0,"R21721"
1050692,0,0,0,0,0,0,"R21721"
1050693,0,0,0,0,0,0,"R21721"
1050694,0,0,0,0,0,0,"R21721"
1050696,0,0,0,0,0,0,"R21721"
1050697,0,0,0,0,0,0,"R21721"
1050698,0,0,0,0,0,0,"R21721"
1050699,0,0,0,0,0,0,"R21721"
1050700,0,0,0,0,0,0,"R21721"
1050726,0,0,0,0,0,0,"R21721"
1050822,0,0,0,0,0,0,"R21721"
1050823,0,0,0,0,0,0,"R21721"
1050824,0,0,0,0,0,0,"R21721"
1050836,0,0,0,0,0,0,"R21721"
1050841,0,0,0,0,0,0,"R21721"
1050846,0,0,0,0,0,0,"R21721"
1050847,0,0,0,0,0,0,"R21721"
1050848,0,0,0,0,0,0,"R21721"
1050849,0,0,0,0,0,0,"R21721"
1050850,0,0,0,0,0,0,"R21721"
1050854,0,0,0,0,0,0,"R21721"
1050855,0,0,0,0,0,0,"R21721"
1050856,0,0,0,0,0,0,"R21721"
1050858,0,0,0,0,0,0,"R21721"
1050866,0,0,0,0,0,0,"R21721"
1051661,0,0,0,0,0,0,"R11796"
1051686,0,0,0,0,0,0,"R11796"
1051913,0,0,0,0,0,0,"R21721"
1051914,0,0,0,0,0,0,"R21721"
1051915,0,0,0,0,0,0,"R21721"
1051919,0,0,0,0,0,0,"R21721"
1051920,0,0,0,0,0,0,"R21721"
1051921,0,0,0,0,0,0,"R21721"
1051923,0,0,0,0,0,0,"R21721"
1051925,0,0,0,0,0,0,"R21721"
1051926,0,0,0,0,0,0,"R21721"
1051927,0,0,0,0,0,0,"R21721"
1051928,0,0,0,0,0,0,"R21721"
1051929,0,0,0,0,0,0,"R21721"
1051930,0,0,0,0,0,0,"R21721"
1051931,0,0,0,0,0,0,"R21721"
1051932,0,0,0,0,0,0,"R21721"
1051933,0,0,0,0,0,0,"R21721"
1051934,0,0,0,0,0,0,"R21721"
1051935,0,0,0,0,0,0,"R21721"
1051936,0,0,0,0,0,0,"R21721"
1051939,0,0,0,0,0,0,"R21721"
1051941,0,0,0,0,0,0,"R21721"
1051942,0,0,0,0,0,0,"R21721"
1052123,0,0,0,0,0,0,"R21721"
1052131,0,0,0,0,0,0,"R21721"
1052196,0,0,0,0,0,0,"R21721"
1052197,0,0,0,0,0,0,"R21721"
1052198,0,0,0,0,0,0,"R21721"
1052202,0,0,0,0,0,0,"R21721"
1052203,0,0,0,0,0,0,"R21721"
1052204,0,0,0,0,0,0,"R21721"
1052205,0,0,0,0,0,0,"R21721"
1052206,0,0,0,0,0,0,"R21721"
1052207,0,0,0,0,0,0,"R21721"
1052520,0,0,0,0,0,0,"R21721"
1052522,0,0,0,0,0,0,"R21721"
1052523,0,0,0,0,0,0,"R21721"
1052524,0,0,0,0,0,0,"R21721"
1052526,0,0,0,0,0,0,"R21721"
1052665,0,0,0,0,0,0,"R21721"
1052667,0,0,0,0,0,0,"R11796"
1052668,0,0,0,0,0,0,"R21721"
1052670,0,0,0,0,0,0,"R21721"
1052671,0,0,0,0,0,0,"R21721"
1052672,0,0,0,0,0,0,"R21721"
1052673,0,0,0,0,0,0,"R21721"
1052675,0,0,0,0,0,0,"R21721"
