"OPENING_ID","BroadBurn","DebrisBurn","DebrisMade","DebrisPiled","Soil","WildBurn","FireID"
-586900000,0,1,0,1,0,0,"R11796"
-586890000,0,0,0,0,0,0,"R11796"
-586870000,0,0,0,0,0,0,"R11796"
-586850000,0,0,0,0,0,0,"R11796"
-586840000,0,0,0,0,0,0,"R11796"
-586800000,0,0,0,0,0,0,"R11796"
-586780000,0,0,0,0,0,0,"R11796"
-586770000,0,1,0,1,0,0,"R11796"
-586760000,0,0,0,0,0,0,"R11796"
-586750000,1,1,0,1,0,0,"R11796"
-586740000,0,0,0,0,0,0,"R11796"
-586720000,0,1,0,1,0,0,"R11796"
-586680000,0,1,0,1,0,0,"R11796"
-586670000,0,0,0,0,0,0,"R11796"
-586660000,1,0,0,0,0,0,"R11796"
-586640000,0,0,0,0,0,0,"R11796"
-586630000,0,0,0,0,0,0,"R11796"
-586620000,0,1,0,0,1,0,"R11796"
-586600000,0,0,0,0,1,0,"R11796"
-586590000,0,0,0,0,0,0,"R11796"
-586580000,0,1,0,0,0,0,"R11796"
-586560000,0,1,0,0,1,0,"R11796"
-586540000,0,0,0,0,0,0,"R11796"
-586530000,0,0,0,0,1,0,"R11796"
-586520000,0,0,0,0,0,0,"R11796"
-586510000,0,1,0,0,0,0,"R11796"
-586500000,0,0,0,0,0,0,"R11796"
-586490000,0,0,0,0,0,0,"R11796"
-586470000,0,0,0,0,0,0,"R11796"
-586440000,0,0,0,0,0,0,"R11796"
-586430000,0,0,0,0,0,0,"R11796"
-586420000,0,0,0,1,0,0,"R11796"
-586360000,0,0,0,1,1,0,"R11796"
-586290000,0,0,0,0,0,0,"R11796"
-586280000,0,0,0,0,0,0,"R11796"
-586220000,0,0,0,0,0,0,"R11796"
-586210000,0,0,0,0,0,0,"R11796"
-586180000,0,0,0,0,0,0,"R11796"
-586160000,0,0,0,0,0,0,"R11796"
-586140000,0,1,0,0,0,0,"R11796"
-586130000,0,0,0,0,0,0,"R11796"
-586120000,0,0,0,0,0,0,"R11796"
-586110000,0,0,0,0,0,0,"R11796"
-586080000,0,0,0,0,0,0,"R11796"
-586070000,0,1,0,0,0,0,"R11796"
-586050000,0,0,0,0,0,0,"R11796"
-586040000,0,1,0,0,0,0,"R11796"
-586030000,0,0,0,0,0,0,"R11796"
-586020000,0,0,0,0,0,0,"R11796"
-586010000,0,0,0,0,0,0,"R11796"
-5.86e+08,0,0,0,0,0,0,"R11796"
-585990000,0,1,0,1,0,0,"R11796"
-585980000,0,1,0,0,0,0,"R11796"
-585970000,0,1,0,0,0,0,"R11796"
-585960000,0,0,0,0,0,0,"R11796"
-585950000,0,0,0,0,0,0,"R11796"
-585940000,0,0,0,0,0,0,"R11796"
-585930000,0,0,0,0,0,0,"R11796"
-585900000,0,0,0,1,0,0,"R11796"
-585860000,0,1,0,0,0,0,"R11796"
-585850000,0,1,0,0,0,0,"R11796"
-585840000,0,0,0,0,0,0,"R11796"
-585790000,0,1,0,0,0,0,"R11796"
-585780000,0,1,0,0,0,0,"R11796"
-585750000,0,0,0,0,0,0,"R11796"
-585720000,0,1,0,0,0,0,"R11796"
-585710000,0,1,0,0,0,0,"R11796"
-585700000,0,0,0,0,0,0,"R11796"
-585690000,0,0,0,0,0,0,"R11796"
-585380000,0,0,0,0,0,0,"R21721"
-585350000,0,1,1,0,0,0,"R21721"
-585300000,0,1,1,0,0,0,"R21721"
-585290000,0,1,1,0,0,0,"R21721"
-585200000,0,0,0,0,0,0,"R21721"
-585160000,0,0,0,0,0,0,"R21721"
-584690000,0,0,0,0,0,0,"R21721"
-584550000,0,0,0,0,0,0,"R21721"
-584540000,0,0,0,0,0,0,"R21721"
-584520000,0,0,0,0,0,0,"R21721"
-584490000,0,0,0,0,1,0,"R21721"
-584480000,0,0,0,0,1,0,"R21721"
-584380000,0,0,0,0,0,0,"R21721"
-584350000,0,0,0,0,0,0,"R21721"
-584340000,0,0,0,1,0,0,"R21721"
-584330000,0,0,0,1,0,0,"R21721"
-584320000,0,0,0,0,0,0,"R21721"
-584310000,0,1,0,1,0,0,"R21721"
-584300000,0,0,0,1,0,0,"R21721"
-584290000,0,1,0,1,1,0,"R21721"
-584270000,0,0,0,0,0,0,"R21721"
-584250000,0,0,0,0,0,0,"R21721"
-584240000,0,0,0,0,0,0,"R21721"
-584230000,0,0,0,0,0,0,"R21721"
-584220000,0,0,0,1,0,0,"R21721"
-584200000,0,1,1,0,0,0,"R21721"
-584190000,0,1,1,0,0,0,"R21721"
-584180000,0,0,0,0,1,0,"R21721"
-584170000,0,0,0,0,0,0,"R21721"
-584150000,0,0,0,0,0,0,"R21721"
-584140000,0,0,0,0,0,0,"R21721"
-584110000,0,0,0,0,0,0,"R21721"
-584080000,0,0,0,0,0,0,"R21721"
-584070000,0,0,0,0,0,0,"R21721"
-584060000,0,0,0,0,0,0,"R21721"
-583990000,0,0,0,0,0,0,"R21721"
-583980000,0,0,0,0,1,0,"R21721"
-583970000,0,0,0,0,0,0,"R21721"
-583940000,0,0,0,0,1,0,"R21721"
-583920000,0,0,0,0,0,0,"R21721"
-583910000,0,0,0,0,0,0,"R21721"
-583900000,0,0,0,0,0,0,"R21721"
-583890000,1,0,0,0,0,0,"R21721"
-583850000,0,0,0,0,1,0,"R21721"
-583840000,0,0,0,0,1,0,"R21721"
-583820000,0,0,0,0,0,0,"R21721"
-583810000,0,0,0,0,0,0,"R21721"
-583800000,0,1,0,0,1,0,"R21721"
-583790000,0,0,0,0,1,0,"R21721"
-583780000,0,1,0,0,1,0,"R21721"
-583760000,0,0,0,0,1,0,"R21721"
-583720000,1,0,0,0,0,0,"R21721"
-583690000,1,0,0,0,0,0,"R21721"
-583660000,0,0,0,0,0,0,"R21721"
-583610000,0,0,0,0,1,0,"R21721"
-583600000,0,0,0,0,0,0,"R21721"
-583590000,0,1,1,0,0,0,"R21721"
-583580000,1,0,0,0,0,0,"R21721"
-579730000,0,0,1,1,0,0,"R11498"
-579550000,0,0,0,0,1,0,"R11498"
-578970000,1,0,0,0,0,0,"R11498"
-578960000,0,0,0,0,0,0,"R11498"
-578950000,0,0,0,0,0,0,"R11498"
-578940000,0,0,0,0,0,0,"R11498"
-578930000,0,0,0,0,0,0,"R11498"
-578910000,0,0,0,0,0,0,"R11498"
-578900000,0,0,0,0,0,0,"R11498"
-578860000,0,0,0,0,0,0,"R11498"
-578850000,0,0,0,0,0,0,"R11498"
-578820000,0,0,0,0,0,0,"R11498"
-578810000,0,1,0,0,0,0,"R11498"
-578790000,0,0,0,0,0,0,"R11498"
-578780000,0,0,0,0,0,0,"R11498"
-578770000,1,0,0,0,0,0,"R11498"
-578740000,0,0,0,0,1,0,"R11498"
-578730000,1,0,0,0,0,0,"R11498"
-578720000,1,0,0,0,0,0,"R11498"
-578710000,0,0,0,0,0,0,"R11498"
-578700000,1,0,0,0,0,0,"R11498"
-578680000,1,0,0,0,0,0,"R11498"
-578670000,1,0,0,0,0,0,"R11498"
-578660000,0,0,0,0,1,0,"R11498"
-578650000,1,0,0,0,0,0,"R11498"
-578630000,0,0,0,0,1,0,"R11498"
-578620000,0,0,0,0,1,0,"R11498"
-578590000,1,0,0,0,0,0,"R11498"
-578580000,0,1,0,0,0,0,"R11498"
-578570000,0,0,0,0,1,0,"R11498"
-578560000,0,0,0,0,1,0,"R11498"
-578460000,0,0,0,0,0,0,"R11498"
-578450000,0,0,0,0,0,0,"R11498"
-578440000,0,0,0,0,0,0,"R11498"
-577690000,0,1,1,0,0,0,"R11498"
-577650000,0,0,0,0,0,0,"R11498"
-577640000,0,0,0,0,0,0,"R11498"
-577620000,0,0,0,0,0,0,"R11498"
-577590000,0,1,1,0,0,0,"R11498"
-577570000,0,0,0,0,0,0,"R11498"
-577560000,0,1,1,0,0,0,"R11498"
-577550000,0,0,0,0,0,0,"R11498"
-577530000,0,1,1,0,0,0,"R11498"
-577520000,0,0,0,0,0,0,"R11498"
-577510000,0,1,1,0,0,0,"R11498"
-577500000,0,0,0,0,0,0,"R11498"
-577250000,0,0,0,0,0,0,"R11498"
-577230000,0,0,0,0,0,0,"R11498"
-577210000,0,0,0,0,0,0,"R11498"
-577190000,0,0,0,0,0,0,"R11498"
-577180000,0,0,0,0,0,0,"R11498"
-577150000,0,1,1,0,0,0,"R11498"
-577140000,0,1,1,0,0,0,"R11498"
-577040000,0,0,0,0,0,0,"R11498"
-575490000,0,0,0,0,0,0,"R11921"
-575480000,0,0,0,0,0,0,"R11921"
-574490000,0,1,0,0,0,0,"R11796"
-573880000,0,0,0,0,0,0,"R11921"
-573710000,0,0,0,0,0,0,"R11796"
-573590000,0,0,0,0,0,0,"R11796"
-573570000,0,1,0,0,0,0,"R11921"
-573370000,0,0,0,1,0,0,"R11796"
-573230000,0,0,0,0,0,0,"R11796"
-573220000,0,1,0,1,0,0,"R11796"
-573210000,0,0,0,0,0,0,"R11796"
-573180000,0,0,0,0,0,0,"R11796"
-573150000,0,0,0,0,1,0,"R11796"
-573050000,0,1,0,1,0,0,"R11796"
-573040000,0,0,0,0,0,0,"R11796"
-573030000,0,0,0,0,0,0,"R11796"
-5.73e+08,0,0,0,0,0,0,"R11796"
-572990000,0,1,0,0,0,0,"R11796"
-572980000,0,0,0,0,0,0,"R11796"
-572940000,0,1,0,1,0,0,"R11796"
-572930000,0,0,0,0,0,0,"R11796"
-572920000,0,1,0,0,0,0,"R11796"
-572910000,0,0,0,0,0,0,"R11796"
-572900000,0,0,0,0,0,0,"R11796"
-570260000,0,0,0,0,1,0,"R21721"
-570250000,0,0,0,0,0,0,"R21721"
-570240000,0,0,0,0,0,0,"R21721"
-570230000,0,0,0,1,0,0,"R21721"
-570220000,0,1,0,0,0,0,"R21721"
-570210000,0,0,0,1,0,0,"R21721"
-570200000,0,0,0,0,0,0,"R21721"
-570190000,0,1,0,0,0,0,"R21721"
-570180000,0,0,0,0,1,0,"R21721"
-570170000,0,0,0,0,0,0,"R21721"
-570160000,0,0,0,0,0,0,"R21721"
-570150000,0,0,0,0,0,0,"R21721"
-570140000,0,0,0,0,0,0,"R21721"
-570120000,0,0,0,0,0,0,"R21721"
-570110000,0,0,0,0,0,0,"R21721"
-570100000,0,0,0,0,0,0,"R21721"
-570090000,0,0,1,0,0,0,"R21721"
-570080000,0,0,0,0,0,0,"R21721"
-570070000,0,0,1,0,0,0,"R21721"
-570060000,0,0,0,0,0,0,"R21721"
-570040000,0,0,1,0,0,0,"R21721"
-570030000,0,0,0,0,0,0,"R21721"
-570020000,0,1,0,0,0,0,"R21721"
-570010000,0,0,0,0,0,0,"R21721"
-5.7e+08,0,1,0,1,0,0,"R21721"
-569990000,0,0,0,0,0,0,"R21721"
-569980000,0,1,1,0,0,0,"R21721"
-569970000,0,0,0,0,0,0,"R21721"
-569960000,0,0,0,0,0,0,"R21721"
-569950000,0,1,1,0,0,0,"R21721"
-569940000,0,1,0,1,0,0,"R21721"
-569920000,0,1,0,1,0,0,"R21721"
-569540000,0,0,0,0,0,0,"R21721"
-569530000,0,0,0,0,0,0,"R21721"
-569480000,0,0,0,0,0,0,"R21721"
-569460000,0,1,0,0,0,0,"R21721"
-569310000,0,1,0,1,0,0,"R21721"
-527450000,1,0,0,0,0,0,"R21721"
-514390000,0,0,0,0,0,0,"R21721"
-514380000,0,1,0,1,0,0,"R21721"
-514350000,0,0,0,0,1,0,"R21721"
-514330000,0,0,0,0,0,0,"R21721"
-514320000,0,0,0,0,0,0,"R21721"
-514280000,0,1,0,1,1,0,"R21721"
-514270000,0,1,0,1,0,0,"R21721"
-514260000,0,1,0,1,1,0,"R21721"
-514250000,0,0,0,0,1,0,"R21721"
-514240000,0,1,0,1,0,0,"R21721"
-514090000,0,1,0,1,0,0,"R21721"
-514030000,0,1,0,0,0,0,"R21721"
-514020000,0,0,0,0,0,0,"R21721"
-513940000,0,1,0,1,1,0,"R21721"
-513930000,0,1,0,0,0,0,"R21721"
-513500000,0,1,0,1,0,0,"R21721"
-513480000,0,0,0,0,0,0,"R21721"
-513470000,0,0,0,0,0,0,"R21721"
-513460000,0,0,0,1,0,0,"R21721"
-513440000,0,0,0,0,0,0,"R21721"
-513430000,0,0,0,0,0,0,"R21721"
-513420000,0,0,0,0,0,0,"R21721"
-513410000,0,0,0,0,0,0,"R21721"
-513400000,0,0,0,0,0,0,"R21721"
-513390000,0,0,0,0,0,0,"R21721"
-513380000,0,0,0,0,0,0,"R21721"
-513370000,0,0,0,1,0,0,"R21721"
-513360000,0,1,0,1,1,0,"R21721"
-513350000,0,1,0,1,0,0,"R21721"
-513340000,0,0,0,0,0,0,"R21721"
-513300000,1,0,0,0,0,0,"R21721"
-513290000,1,0,0,0,0,0,"R21721"
-513280000,0,1,0,1,0,0,"R21721"
-513260000,0,1,0,0,1,0,"R21721"
-513250000,0,0,0,0,0,0,"R21721"
-513240000,1,0,0,0,0,0,"R21721"
-513230000,0,1,0,1,1,0,"R21721"
-513220000,0,0,0,0,0,0,"R21721"
-513210000,1,0,0,0,1,0,"R21721"
-513200000,0,1,0,0,0,0,"R21721"
-513190000,0,0,0,1,1,0,"R21721"
-513180000,0,0,0,0,1,0,"R21721"
-513170000,1,1,0,0,1,0,"R21721"
-513150000,0,0,0,0,0,0,"R21721"
-513140000,0,1,0,0,0,0,"R21721"
-513120000,1,0,0,0,1,0,"R21721"
-513110000,1,0,0,1,0,0,"R21721"
-513100000,0,0,0,0,0,0,"R21721"
-513090000,0,0,0,0,1,0,"R21721"
-513080000,1,0,0,0,0,0,"R21721"
-513070000,0,0,0,0,1,0,"R21721"
-513060000,0,0,0,0,0,0,"R21721"
-513050000,0,0,0,0,1,0,"R21721"
-513040000,0,1,0,0,1,0,"R21721"
-513030000,0,0,0,0,0,0,"R21721"
-513020000,0,0,0,0,0,0,"R21721"
-5.13e+08,0,0,0,1,0,0,"R21721"
-512990000,0,0,0,1,0,0,"R21721"
-512980000,0,0,0,1,0,0,"R21721"
-512970000,1,0,0,0,1,0,"R21721"
-512940000,0,0,0,1,0,0,"R21721"
-512930000,1,0,0,0,0,0,"R21721"
-512920000,0,0,0,0,0,0,"R21721"
-512910000,0,0,0,0,0,0,"R21721"
-512900000,0,0,0,0,0,0,"R21721"
-512890000,0,0,0,0,0,0,"R21721"
-512880000,0,0,0,1,1,0,"R21721"
-512870000,0,0,0,0,0,0,"R21721"
-512860000,1,0,0,0,0,0,"R21721"
-512850000,0,0,0,1,1,0,"R21721"
-512840000,0,0,0,0,1,0,"R21721"
-512830000,0,0,0,0,1,0,"R21721"
-512820000,0,0,0,0,0,0,"R21721"
-512810000,1,0,0,0,1,0,"R21721"
-512800000,1,0,0,0,1,0,"R21721"
-512790000,1,0,0,0,1,0,"R21721"
-512780000,0,0,0,1,0,0,"R21721"
-512770000,0,1,0,1,1,0,"R21721"
-512760000,0,0,0,1,0,0,"R21721"
-512750000,0,0,0,0,0,0,"R21721"
-512740000,0,0,0,0,1,0,"R21721"
-512730000,0,0,0,0,0,0,"R21721"
-512720000,0,0,0,1,1,0,"R21721"
-512710000,0,1,0,0,0,0,"R21721"
-512700000,0,0,0,0,0,0,"R21721"
-512690000,0,0,0,0,1,0,"R21721"
-512680000,0,0,0,0,1,0,"R21721"
-512670000,0,1,0,0,1,0,"R21721"
-512660000,0,1,0,1,1,0,"R21721"
-512650000,0,0,0,1,1,0,"R21721"
-512640000,1,0,0,0,0,0,"R21721"
-512630000,0,1,0,0,1,0,"R21721"
-512620000,0,0,0,0,1,0,"R21721"
-512610000,1,0,0,0,1,0,"R21721"
-512560000,1,1,0,0,1,0,"R21721"
-512540000,0,1,0,0,0,0,"R21721"
-512420000,1,0,0,0,0,0,"R21721"
-512410000,0,1,0,0,0,0,"R21721"
-512400000,1,0,0,0,0,0,"R21721"
-512230000,0,1,0,0,0,0,"R21721"
-512140000,1,0,0,1,0,0,"R21721"
-512080000,0,0,0,0,0,0,"R21721"
-512040000,0,1,0,0,0,0,"R21721"
-512030000,0,0,0,0,0,0,"R21721"
-512020000,0,1,0,0,0,0,"R21721"
-512010000,0,0,0,0,0,0,"R21721"
-5.12e+08,0,1,0,0,0,0,"R21721"
-511990000,0,0,0,0,1,0,"R21721"
-511950000,0,1,0,0,0,0,"R21721"
-511790000,1,1,0,0,0,0,"R21721"
-511740000,0,0,0,0,0,0,"R21721"
-511730000,0,1,0,0,0,0,"R21721"
-511720000,0,1,0,0,1,0,"R21721"
-501110000,0,1,0,1,0,0,"R21721"
-501060000,0,0,0,1,1,0,"R21721"
-501050000,0,0,0,1,0,0,"R21721"
-501030000,0,1,0,0,1,1,"R21721"
-501020000,0,1,0,0,0,0,"R21721"
-501010000,0,1,0,0,1,0,"R21721"
-5.01e+08,0,1,0,0,1,0,"R21721"
-500980000,0,1,0,1,0,0,"R21721"
-500910000,0,1,0,1,1,0,"R21721"
-500870000,0,1,0,0,0,0,"R21721"
-500860000,0,0,0,0,0,0,"R21721"
-500850000,0,0,0,1,1,0,"R21721"
-500840000,0,0,0,1,1,0,"R21721"
-500830000,0,0,0,1,0,0,"R21721"
-500820000,0,1,0,0,0,0,"R21721"
-500810000,1,0,1,0,0,0,"R21721"
-500800000,1,0,1,0,0,0,"R21721"
-500770000,0,1,0,0,1,0,"R21721"
-500750000,0,1,1,0,1,0,"R21721"
-500740000,0,0,0,0,1,0,"R21721"
-500730000,0,0,0,0,0,0,"R21721"
-500720000,1,0,0,0,0,0,"R21721"
-500710000,0,0,0,0,1,0,"R21721"
-500700000,0,1,0,0,1,0,"R21721"
-500690000,0,1,0,0,1,0,"R21721"
-500680000,0,0,0,0,0,0,"R21721"
-500670000,0,1,0,0,1,0,"R21721"
-500660000,0,1,0,0,0,0,"R21721"
-500650000,0,1,0,0,1,0,"R21721"
-500640000,0,0,0,0,0,0,"R21721"
-500630000,0,0,0,0,0,0,"R21721"
-500120000,0,0,0,0,1,0,"R21721"
-500110000,0,0,0,0,1,0,"R21721"
-500100000,1,0,0,0,1,0,"R21721"
-491680000,0,0,0,1,0,0,"R21721"
-491640000,1,1,0,0,0,0,"R21721"
-491630000,0,0,0,0,1,0,"R21721"
-491620000,1,0,0,0,0,0,"R21721"
-491600000,1,0,0,0,0,0,"R21721"
-491590000,1,1,0,0,0,0,"R21721"
-491580000,0,0,0,0,0,0,"R21721"
-491570000,1,0,0,0,1,0,"R21721"
-491560000,1,0,0,0,1,0,"R21721"
-491550000,0,0,0,0,1,0,"R21721"
-491540000,1,0,0,0,0,0,"R21721"
-491530000,1,0,0,0,1,0,"R21721"
-491520000,0,0,0,0,0,0,"R21721"
-470640000,0,1,0,0,1,0,"C10970"
-470630000,0,1,0,1,0,0,"C10970"
-470450000,0,0,0,0,0,0,"G41607"
-208720000,0,0,0,0,1,0,"R11498"
1424,0,0,0,0,0,0,"C10970"
1706,0,0,0,0,0,0,"R11921"
3507,0,0,0,0,0,0,"R11796"
3790,0,0,0,0,0,0,"R21721"
3792,0,0,0,0,0,0,"R21721"
3794,0,0,0,0,0,0,"R21721"
3795,0,0,0,0,0,0,"R21721"
3796,0,0,0,0,0,0,"R21721"
3797,0,0,0,0,0,0,"R21721"
3851,0,0,0,0,0,0,"R21721"
3858,0,0,0,0,0,0,"R11796"
3917,0,0,0,0,0,0,"R21721"
3922,0,0,0,0,0,0,"R21721"
7183,0,0,0,0,0,0,"G41607"
7187,0,0,0,0,0,0,"G41607"
7188,0,0,0,0,0,0,"G41607"
7189,0,0,0,0,0,0,"G41607"
7190,0,0,0,0,0,0,"G41607"
7191,0,0,0,0,0,0,"G41607"
7283,0,0,0,0,0,0,"G41607"
7284,0,0,0,0,0,0,"G41607"
7285,0,0,0,0,0,0,"C10970"
7286,0,0,0,0,0,0,"C10970"
10551,0,0,0,0,0,0,"R11498"
10606,0,0,0,0,0,0,"G41607"
10607,0,0,0,0,0,0,"G41607"
10610,0,0,0,0,0,0,"G41607"
10611,0,0,0,0,0,0,"G41607"
10615,0,0,0,0,0,0,"G41607"
10616,0,0,0,0,0,0,"G41607"
10619,0,0,0,0,0,0,"G41607"
10626,0,0,0,0,0,0,"G41607"
10627,0,0,0,0,0,0,"G41607"
10628,0,0,0,0,0,0,"G41607"
10830,0,0,0,0,0,0,"R11498"
10832,0,0,0,0,0,0,"R11498"
11421,0,0,0,0,0,0,"R11921"
11422,0,0,0,0,0,0,"R11921"
11424,0,0,0,0,0,0,"R11921"
11543,0,0,0,0,0,0,"R11498"
11544,0,0,0,0,0,0,"R11498"
11548,0,0,0,0,0,0,"R11498"
11553,0,0,0,0,0,0,"R11498"
11572,0,0,0,0,0,0,"R11498"
11582,0,0,0,0,0,0,"R11498"
11583,0,0,0,0,0,0,"R11498"
11585,0,0,0,0,0,0,"R11498"
11586,0,0,0,0,0,0,"R11498"
11587,0,0,0,0,0,0,"R11498"
11588,0,0,0,0,0,0,"R11498"
11595,0,0,0,0,0,0,"R11921"
14571,0,0,0,0,0,0,"R11498"
14572,0,0,0,0,0,0,"R11498"
14573,0,0,0,0,0,0,"R11498"
14574,0,0,0,0,0,0,"R11498"
14576,0,0,0,0,0,0,"R11498"
14577,0,0,0,0,0,0,"R11498"
14578,0,0,0,0,0,0,"R11498"
14607,0,0,0,0,0,0,"R11498"
14700,0,0,0,0,0,0,"R11796"
14701,0,0,0,0,0,0,"R11796"
14702,0,0,0,0,0,0,"R11796"
14703,0,0,0,0,0,0,"R11796"
